# CSV file produced by Simufact
# Date of creation: 17.10.2021 13:23:25
#
# 1 (TIME - s);1 (Z displacement - mm);# 10 (TIME - s);10 (Z displacement - mm);# 2 (TIME - s);2 (Z displacement - mm);# 3 (TIME - s);3 (Z displacement - mm);# 4 (TIME - s);4 (Z displacement - mm);# 5 (TIME - s);5 (Z displacement - mm);# 6 (TIME - s);6 (Z displacement - mm);# 7 (TIME - s);7 (Z displacement - mm);# 8 (TIME - s);8 (Z displacement - mm);# 9 (TIME - s);9 (Z displacement - mm)
40688.4712;-0.00462477531;40688.4712;-0.00923775719;40688.4712;-0.00561442692;40688.4712;-0.00882400392;40688.4712;-0.0116417354;40688.4712;-0.0117895849;40688.4712;-0.0105911956;40688.4712;-0.00775058778;40688.4712;-0.00518408438;40688.4712;-0.0115105398
40688.4714;-0.00466832649;40688.4714;-0.00932540079;40688.4714;-0.00565553826;40688.4714;-0.00888338005;40688.4714;-0.0117446384;40688.4714;-0.011911931;40688.4714;-0.0107056042;40688.4714;-0.00784821399;40688.4714;-0.00525489917;40688.4714;-0.0116003282
40688.6472;-0.00467906343;40688.6472;-0.00933707229;40688.6472;-0.00566532401;40688.6472;-0.00889236146;40688.6472;-0.0117558956;40688.6472;-0.0119254148;40688.6472;-0.010719316;40688.6472;-0.00786199013;40688.6472;-0.00526736662;40688.6472;-0.0116103401
40700.0714;-0.00490134704;40700.0714;-0.00954321641;40700.0714;-0.00587648524;40700.0714;-0.00908596579;40700.0714;-0.0119434909;40700.0714;-0.0121167353;40700.0714;-0.0109289617;40700.0714;-0.00809748856;40700.0714;-0.00550875761;40700.0714;-0.0117957216
41101.7661;-0.0045338078;41101.7661;-0.00918838345;41101.7661;-0.00553374293;41101.7661;-0.00877596386;41101.7661;-0.0116164274;41101.7661;-0.0117595122;41101.7661;-0.0105483729;41101.7661;-0.00768596397;41101.7661;-0.00510327012;41101.7661;-0.0114854028
41101.7664;-0.00456807281;41101.7664;-0.00926418974;41101.7664;-0.0055663792;41101.7664;-0.00882688477;41101.7664;-0.0117069252;41101.7664;-0.0118663908;41101.7664;-0.0106479566;41101.7664;-0.00777016604;41101.7664;-0.00516309425;41101.7664;-0.0115645252
41101.9422;-0.00457645129;41101.9422;-0.0092734254;41101.9422;-0.00557424434;41101.9422;-0.00883437519;41101.9422;-0.0117160786;41101.9422;-0.0118771231;41101.9422;-0.0106585135;41101.9422;-0.00778040992;41101.9422;-0.00517239982;41101.9422;-0.0115728091
41113.3664;-0.00505552975;41113.3664;-0.00974135336;41113.3664;-0.0060400215;41113.3664;-0.0092822448;41113.3664;-0.0121664164;41113.3664;-0.0123376646;41113.3664;-0.0111369337;41113.3664;-0.00828144235;41113.3664;-0.0056736477;41113.3664;-0.0120172065
41510.1038;-0.00450480142;41510.1038;-0.00920129693;41510.1038;-0.00551433576;41510.1038;-0.00878824561;41510.1038;-0.0116523754;41510.1038;-0.0117924084;41510.1038;-0.0105684661;41510.1038;-0.00768462873;41510.1038;-0.00508556419;41510.1038;-0.011520635
41510.104;-0.0044729616;41510.104;-0.0092117241;41510.104;-0.00548097664;41510.104;-0.00877403534;41510.104;-0.0116783273;41510.104;-0.0118340682;41510.104;-0.0106033277;41510.104;-0.00770411046;41510.104;-0.00507997251;41510.104;-0.0115354346
41510.2798;-0.00447932693;41510.2798;-0.00921881748;41510.2798;-0.00548725692;41510.2798;-0.00878032008;41510.2798;-0.0116855955;41510.2798;-0.0118422689;41510.2798;-0.0106109752;41510.2798;-0.00771115778;41510.2798;-0.00508651417;41510.2798;-0.0115422127
41521.704;-0.00470210811;41521.704;-0.00943638545;41521.704;-0.00569998893;41521.704;-0.00898039067;41521.704;-0.0118915711;41521.704;-0.0120586995;41521.704;-0.0108388687;41521.704;-0.00795352062;41521.704;-0.00532665121;41521.704;-0.0117421772
41913.1593;-0.0043765565;41913.1593;-0.00911913467;41913.1593;-0.00539389351;41913.1593;-0.00869953691;41913.1593;-0.0115950796;41913.1593;-0.0117368898;41913.1593;-0.0105000958;41913.1593;-0.00759274869;41913.1593;-0.00497207843;41913.1593;-0.0114597081
41913.1596;-0.00440056003;41913.1596;-0.00918083577;41913.1596;-0.00541705574;41913.1596;-0.00874050455;41913.1596;-0.011670282;41913.1596;-0.0118245976;41913.1596;-0.0105817463;41913.1596;-0.00766139343;41913.1596;-0.00501967826;41913.1596;-0.0115257475
41913.3353;-0.00438147577;41913.3353;-0.00916384729;41913.3353;-0.00539819035;41913.3353;-0.00872262548;41913.3353;-0.0116544887;41913.3353;-0.0118098514;41913.3353;-0.0105659689;41913.3353;-0.00764411055;41913.3353;-0.00500102455;41913.3353;-0.0115093337
41924.7596;-0.00481040655;41924.7596;-0.00959189904;41924.7596;-0.00581456638;41924.7596;-0.00912600438;41924.7596;-0.0120717754;41924.7596;-0.0122429162;41924.7596;-0.0110113242;41924.7596;-0.00810192145;41924.7596;-0.00545114952;41924.7596;-0.0119173656
42312.7221;-0.00433930323;42312.7221;-0.00912503715;42312.7221;-0.00536369858;42312.7221;-0.0086987443;42312.7221;-0.0116231913;42312.7221;-0.0117668172;42312.7221;-0.010517944;42312.7221;-0.0075891573;42312.7221;-0.00494914025;42312.7221;-0.0114843432
42312.7223;-0.00432940333;42312.7223;-0.00915345663;42312.7223;-0.00535357072;42312.7223;-0.00870745053;42312.7223;-0.0116659943;42312.7223;-0.0118212756;42312.7223;-0.0105660492;42312.7223;-0.00762387551;42312.7223;-0.00496270749;42312.7223;-0.0115184042
42312.8981;-0.00430812479;42312.8981;-0.00913383141;42312.8981;-0.00533267049;42312.8981;-0.00868752192;42312.8981;-0.011647455;42312.8981;-0.0118033085;42312.8981;-0.0105470516;42312.8981;-0.00760354519;42312.8981;-0.00494147276;42312.8981;-0.011499527
42324.3223;-0.00451201275;42324.3223;-0.00933771439;42324.3223;-0.00552779688;42324.3223;-0.00887325258;42324.3223;-0.0118439475;42324.3223;-0.0120123041;42324.3223;-0.0107635667;42324.3223;-0.00782790867;42324.3223;-0.00516000484;42324.3223;-0.0116888529
42709.895;-0.00425240601;42709.895;-0.00908327958;42709.895;-0.00528407039;42709.895;-0.00864944479;42709.895;-0.0116053631;42709.895;-0.0117520267;42709.895;-0.0104902191;42709.895;-0.00753839518;42709.895;-0.00487702159;42709.895;-0.011462325
42709.8952;-0.00427254602;42709.8952;-0.00913893914;42709.8952;-0.00530360994;42709.8952;-0.00868624536;42709.8952;-0.0116737239;42709.8952;-0.0118311229;42709.8952;-0.0105639433;42709.8952;-0.00760048191;42709.8952;-0.00491981455;42709.8952;-0.0115225481
42710.071;-0.00424312309;42710.071;-0.00911275836;42710.071;-0.00527462357;42710.071;-0.00865914961;42710.071;-0.0116492241;42710.071;-0.0118074393;42710.071;-0.0105389556;42710.071;-0.0075736783;42710.071;-0.00489140281;42710.071;-0.0114974701
42721.4952;-0.0043331825;42721.4952;-0.00920583491;42721.4952;-0.00535852273;42721.4952;-0.00873748607;42721.4952;-0.0117385594;42721.4952;-0.0119075935;42721.4952;-0.0106427767;42721.4952;-0.00768087653;42721.4952;-0.00499254026;42721.4952;-0.0115805828
43105.4195;-0.00419889866;43105.4195;-0.00907443497;43105.4195;-0.00523688009;43105.4195;-0.00863140437;43105.4195;-0.0116192251;43105.4195;-0.0117699294;43105.4195;-0.0104958363;43105.4195;-0.00752198034;43105.4195;-0.00483938688;43105.4195;-0.0114714329
43105.4198;-0.00421826189;43105.4198;-0.00912864149;43105.4198;-0.00525558422;43105.4198;-0.00866705662;43105.4198;-0.0116858229;43105.4198;-0.0118469328;43105.4198;-0.0105677318;43105.4198;-0.00758268962;43105.4198;-0.00488123125;43105.4198;-0.0115300879
43105.5955;-0.00419241802;43105.5955;-0.00910425076;43105.5955;-0.00523028173;43105.5955;-0.00864286302;43105.5955;-0.0116625639;43105.5955;-0.0118237978;43105.5955;-0.0105436118;43105.5955;-0.00755732882;43105.5955;-0.00485521207;43105.5955;-0.011506737
43117.0198;-0.00427538244;43117.0198;-0.00919105606;43117.0198;-0.00530799705;43117.0198;-0.00871630655;43117.0198;-0.0117469009;43117.0198;-0.011918241;43117.0198;-0.0106405474;43117.0198;-0.00765596933;43117.0198;-0.0049476572;43117.0198;-0.0115852589
43499.8962;-0.00415377379;43499.8962;-0.00907163583;43499.8962;-0.00519753839;43499.8962;-0.00861944939;43499.8962;-0.0116378999;43499.8962;-0.0117928004;43499.8962;-0.0105072082;43499.8962;-0.00751248199;43499.8962;-0.00480948472;43499.8962;-0.0114853957
43499.8965;-0.0041423777;43499.8965;-0.00909650514;43499.8965;-0.00518563151;43499.8965;-0.00862533308;43499.8965;-0.0116761482;43499.8965;-0.0118418179;43499.8965;-0.0105507594;43499.8965;-0.0075440443;43499.8965;-0.00482111881;43499.8965;-0.011515422
43500.0722;-0.00414510745;43500.0722;-0.0090987922;43500.0722;-0.00518877921;43500.0722;-0.00862859617;43500.0722;-0.0116784278;43500.0722;-0.0118435316;43500.0722;-0.0105519843;43500.0722;-0.00754509969;43500.0722;-0.00482291127;43500.0722;-0.0115180787
43511.4965;-0.00456267248;43511.4965;-0.00951815086;43511.4965;-0.00559752523;43511.4965;-0.0090291592;43511.4965;-0.0120920115;43511.4965;-0.0122701673;43511.4965;-0.0109854464;43511.4965;-0.0079836688;43511.4965;-0.00525379761;43511.4965;-0.0119240663
43893.276;-0.00411031478;43893.276;-0.00907149209;43893.276;-0.00515921749;43893.276;-0.0086083835;43893.276;-0.011659087;43893.276;-0.01181929;43893.276;-0.0105223913;43893.276;-0.00750694484;43893.276;-0.00478276028;43893.276;-0.0115011705
43893.2763;-0.00409709563;43893.2763;-0.00909421661;43893.2763;-0.00514549127;43893.2763;-0.00861230821;43893.2763;-0.0116950913;43893.2763;-0.0118659222;43893.2763;-0.0105635862;43893.2763;-0.00753627897;43893.2763;-0.00479238003;43893.2763;-0.0115290437
43893.452;-0.00409937487;43893.452;-0.00909593328;43893.452;-0.00514825432;43893.452;-0.00861520647;43893.452;-0.0116967791;43893.452;-0.0118668755;43893.452;-0.0105640463;43893.452;-0.00753662264;43893.452;-0.00479360893;43893.452;-0.011531207
43904.8763;-0.00413742997;43904.8763;-0.00914003427;43904.8763;-0.00518289607;43904.8763;-0.00864858006;43904.8763;-0.0117412661;43904.8763;-0.0119198696;43904.8763;-0.0106175142;43904.8763;-0.00758875018;43904.8763;-0.00483888331;43904.8763;-0.0115707116
44286.76;-0.00404296392;44286.76;-0.00904749322;44286.76;-0.00509703224;44286.76;-0.00857334336;44286.76;-0.0116567957;44286.76;-0.0118226991;44286.76;-0.0105144608;44286.76;-0.00747803546;44286.76;-0.00473208942;44286.76;-0.0114932762
44286.7603;-0.00405859278;44286.7603;-0.00909746617;44286.7603;-0.00511179811;44286.7603;-0.00860475034;44286.7603;-0.0117187385;44286.7603;-0.0118948264;44286.7603;-0.0105815624;44286.7603;-0.00753441572;44286.7603;-0.00477019258;44286.7603;-0.0115473839
44286.9361;-0.00405827967;44286.9361;-0.00909754635;44286.9361;-0.00511181013;44286.9361;-0.00860522191;44286.9361;-0.0117192307;44286.9361;-0.0118951447;44286.9361;-0.0105814206;44286.9361;-0.00753376302;44286.9361;-0.00476951067;44286.9361;-0.0115479779
44298.3603;-0.00423674588;44298.3603;-0.0092773833;44298.3603;-0.00528608954;44298.3603;-0.00877542727;44298.3603;-0.0118964498;44298.3603;-0.01207968;44298.3603;-0.0107685467;44298.3603;-0.00772251246;44298.3603;-0.00495406782;44298.3603;-0.0117210557
44679.3617;-0.00400874563;44679.3617;-0.00905460139;44679.3617;-0.00506717786;44679.3617;-0.00856894895;44679.3617;-0.0116837168;44679.3617;-0.0118553297;44679.3617;-0.0105366504;44679.3617;-0.00748102505;44679.3617;-0.00471475465;44679.3617;-0.0115146473
45543.3617;-0.00459329737;45543.3617;-0.00971682767;45543.3617;-0.00566640888;45543.3617;-0.0092184343;45543.3617;-0.0123989822;45543.3617;-0.0125865005;45543.3617;-0.0112295867;45543.3617;-0.00811239717;45543.3617;-0.0053014114;45543.3617;-0.0122180693
45544.3617;-0.0046106272;45544.3617;-0.00976862433;45544.3617;-0.00568257227;45544.3617;-0.00925090421;45544.3617;-0.01246293;45544.3617;-0.0126613854;45544.3617;-0.011299817;45544.3617;-0.00817174794;45544.3617;-0.00534154564;45544.3617;-0.0122737642
45545.3617;0.0244988959;45545.3617;0.0176533559;45545.3617;0.0241085167;45545.3617;0.0203262344;45545.3617;0.0143649379;45545.3617;0.0127086565;45545.3617;0.0138132314;45545.3617;0.01748191;45545.3617;0.0221663296;45545.3617;0.0155034636
45546.3617;0.00976017691;45546.3617;0.00379254784;45546.3617;0.0090691855;45546.3617;0.00544297194;45546.3617;0.000827334913;45546.3617;-0.000125427528;45546.3617;0.00109606006;45546.3617;0.00446525076;45546.3617;0.00821219979;45546.3617;0.00150819101
45547.3617;0.0735011229;45547.3617;0.0638466251;45547.3617;0.0710408046;45547.3617;0.0641071643;45547.3617;0.0578408237;45547.3617;0.057449834;45547.3617;0.0609277823;45547.3617;0.0671667869;45547.3617;0.0723299502;45547.3617;0.0582954929
45548.3617;0.0735651283;45548.3617;0.0639622143;45548.3617;0.0711661508;45548.3617;0.0643115653;45548.3617;0.0580199012;45548.3617;0.0575776289;45548.3617;0.060990382;45548.3617;0.067169581;45548.3617;0.0723439071;45548.3617;0.0585041041
46412.3617;0.0722518454;46412.3617;0.0626278837;46412.3617;0.0698515822;46412.3617;0.0629858946;46412.3617;0.0566737325;46412.3617;0.0562242687;46412.3617;0.059644275;46412.3617;0.065836974;46412.3617;0.0710248932;46412.3617;0.0571629189
46520.3617;0.0512638044;46520.3617;0.0414372144;46520.3617;0.048965476;46520.3617;0.0421053395;46520.3617;0.0353018185;46520.3617;0.0346548102;46520.3617;0.0378170221;46520.3617;0.0439964619;46520.3617;0.0496717673;46520.3617;0.0359302805
49140.1841;0.206917126;49140.1841;0.19766946;49140.1841;0.204699099;49140.1841;0.198170847;49140.1841;0.191801267;49140.1841;0.191278471;49140.1841;0.194356234;49140.1841;0.200259724;49140.1841;0.205573874;49140.1841;0.192335975
49354.6006;0.226006443;49354.6006;0.217228094;49354.6006;0.223884313;49354.6006;0.217661201;49354.6006;0.211671015;49354.6006;0.21124446;49354.6006;0.214059554;49354.6006;0.219477453;49354.6006;0.224525679;49354.6006;0.212136361
49560.6089;0.248700048;49560.6089;0.240693797;49560.6089;0.24663818;49560.6089;0.240839974;49560.6089;0.235566666;49560.6089;0.235368073;49560.6089;0.237861327;49560.6089;0.24264362;49560.6089;0.247231193;49560.6089;0.235867802
49835.7035;0.283682071;49835.7035;0.277025457;49835.7035;0.281566904;49835.7035;0.276380414;49835.7035;0.272480677;49835.7035;0.272773336;49835.7035;0.274900032;49835.7035;0.278924565;49835.7035;0.28271713;49835.7035;0.272422215
50298.8447;0.321738748;50298.8447;0.316517864;50298.8447;0.319524829;50298.8447;0.314967544;50298.8447;0.312491987;50298.8447;0.313298034;50298.8447;0.315174196;50298.8447;0.318641093;50298.8447;0.321619472;50298.8447;0.312050253
54221.0694;0.304259762;54221.0694;0.299840685;54221.0694;0.301954075;54221.0694;0.297713675;54221.0694;0.29612199;54221.0694;0.297264627;54221.0694;0.298976356;54221.0694;0.30214415;54221.0694;0.304650901;54221.0694;0.295434413
57212.3617;0.14666688;57212.3617;0.141769746;57212.3617;0.144331169;57212.3617;0.139848635;57212.3617;0.137882956;57212.3617;0.138900682;57212.3617;0.140591284;57212.3617;0.143874831;57212.3617;0.146697276;57212.3617;0.137289128
57320.3617;0.152233726;57320.3617;0.147370367;57320.3617;0.149958617;57320.3617;0.145551009;57320.3617;0.143535273;57320.3617;0.14444013;57320.3617;0.146212806;57320.3617;0.149524637;57320.3617;0.15230933;57320.3617;0.142996111
58400.3617;0.135221478;58400.3617;0.13041396;58400.3617;0.132954827;58400.3617;0.128582345;58400.3617;0.126616453;58400.3617;0.12753537;58400.3617;0.129277868;58400.3617;0.132540418;58400.3617;0.135292704;58400.3617;0.126067325
63800.3617;0.122514603;63800.3617;0.117768615;63800.3617;0.120255391;63800.3617;0.115919476;63800.3617;0.114009761;63800.3617;0.114946133;63800.3617;0.116659648;63800.3617;0.119873114;63800.3617;0.122588481;63800.3617;0.113448437
68012.3617;0.120625098;68012.3617;0.115891996;68012.3617;0.118366937;68012.3617;0.11403809;68012.3617;0.112140396;68012.3617;0.113080993;68012.3617;0.114789743;68012.3617;0.117994396;68012.3617;0.120701633;68012.3617;0.111576179
68013.3617;0.121357048;68013.3617;0.119432709;68013.3617;0.120362238;68013.3617;0.118526068;68013.3617;0.117742491;68013.3617;0.1181839;68013.3617;0.117646261;68013.3617;0.118532822;68013.3617;0.120805018;68013.3617;0.117374681
