# CSV file produced by Simufact
# Date of creation: 05.10.2021 14:34:50
#
# 1 (TIME - s);1 (Equivalent stress - MPa);# 2 (TIME - s);2 (Equivalent stress - MPa);# 3 (TIME - s);3 (Equivalent stress - MPa);# 4 (TIME - s);4 (Equivalent stress - MPa);# 5 (TIME - s);5 (Equivalent stress - MPa);# 6 (TIME - s);6 (Equivalent stress - MPa);# 7 (TIME - s);7 (Equivalent stress - MPa);# 8 (TIME - s);8 (Equivalent stress - MPa);# 9 (TIME - s);9 (Equivalent stress - MPa)
35007.9999;544.651952;35007.9999;548.399876;35007.9999;558.43102;35007.9999;590.776687;35007.9999;611.845102;35007.9999;614.719582;35007.9999;570.871201;35007.9999;544.291716;35007.9999;565.347287
35019.4241;544.654193;35019.4241;548.40636;35019.4241;558.442361;35019.4241;590.781665;35019.4241;611.854554;35019.4241;614.731551;35019.4241;570.875949;35019.4241;544.294096;35019.4241;565.355789
35341.961;545.604288;35341.961;549.433214;35341.961;559.599069;35341.961;592.149374;35341.961;613.364276;35341.961;616.253702;35341.961;572.124156;35341.961;545.283445;35341.961;566.555744
35341.961;547.873677;35341.961;551.619428;35341.961;561.753215;35341.961;594.205935;35341.961;615.453204;35341.961;618.443585;35341.961;574.127526;35341.961;547.437763;35341.961;568.671643
35342.1367;547.943046;35342.1367;551.682092;35342.1367;561.80543;35342.1367;594.245038;35342.1367;615.487067;35342.1367;618.477934;35342.1367;574.17033;35342.1367;547.500845;35342.1367;568.720695
35353.561;547.88929;35353.561;551.636626;35353.561;561.771327;35353.561;594.212559;35353.561;615.462489;35353.561;618.455846;35353.561;574.135447;35353.561;547.450986;35353.561;568.685837
35674.1796;548.778808;35674.1796;552.586276;35674.1796;562.818552;35674.1796;595.422411;35674.1796;616.782509;35674.1796;619.783988;35674.1796;575.246178;35674.1796;548.365272;35674.1796;569.763331
35674.1796;547.574862;35674.1796;551.44814;35674.1796;561.760647;35674.1796;594.459885;35674.1796;615.808739;35674.1796;618.785733;35674.1796;574.265298;35674.1796;547.213441;35674.1796;568.727455
35674.3553;547.52272;35674.3553;551.400084;35674.3553;561.717781;35674.3553;594.422286;35674.3553;615.772641;35674.3553;618.74873;35674.3553;574.224863;35674.3553;547.163718;35674.3553;568.68481
35685.7796;547.48991;35685.7796;551.373279;35685.7796;561.699685;35685.7796;594.402858;35685.7796;615.761294;35685.7796;618.740872;35685.7796;574.204637;35685.7796;547.133385;35685.7796;568.666045
36004.5621;548.365076;36004.5621;552.317418;36004.5621;562.75933;36004.5621;595.648568;36004.5621;617.131176;36004.5621;620.12066;36004.5621;575.340571;36004.5621;548.041375;36004.5621;569.761482
36004.5622;547.150707;36004.5622;551.167788;36004.5622;561.689393;36004.5622;594.673938;36004.5622;616.150352;36004.5622;619.118219;36004.5622;574.355457;36004.5622;546.883399;36004.5622;568.716696
36004.7379;547.092451;36004.7379;551.113305;36004.7379;561.640445;36004.7379;594.631427;36004.7379;616.110633;36004.7379;619.078214;36004.7379;574.311971;36004.7379;546.828992;36004.7379;568.669606
36016.1622;547.280093;36016.1622;551.290675;36016.1622;561.80027;36016.1622;594.760217;36016.1622;616.230828;36016.1622;619.200063;36016.1622;574.441512;36016.1622;547.000232;36016.1622;568.818234
36333.0136;547.881181;36333.0136;551.966774;36333.0136;562.599013;36333.0136;595.752574;36333.0136;617.351797;36333.0136;620.330864;36333.0136;575.338472;36333.0136;547.648995;36333.0136;569.660021
36333.0136;546.669918;36333.0136;550.822915;36333.0136;561.539925;36333.0136;594.794975;36333.0136;616.389193;36333.0136;619.345979;36333.0136;574.366255;36333.0136;546.49584;36333.0136;568.626922
36333.1894;546.629938;36333.1894;550.785068;36333.1894;561.50564;36333.1894;594.765066;36333.1894;616.361421;36333.1894;619.318262;36333.1894;574.336725;36333.1894;546.458913;36333.1894;568.594587
36344.6136;546.548333;36344.6136;550.713926;36344.6136;561.448462;36344.6136;594.712404;36344.6136;616.318955;36344.6136;619.277989;36344.6136;574.278222;36344.6136;546.381245;36344.6136;568.53597
36659.5956;547.434796;36659.5956;551.648158;36659.5956;562.465326;36659.5956;595.873214;36659.5956;617.578703;36659.5956;620.547537;36659.5956;575.354838;36659.5956;547.289677;36659.5956;569.582188
36659.5956;546.201967;36659.5956;550.484347;36659.5956;561.387807;36659.5956;594.897127;36659.5956;616.601166;36659.5956;619.547588;36659.5956;574.365223;36659.5956;546.117199;36659.5956;568.530433
36659.7714;546.168959;36659.7714;550.453493;36659.7714;561.36215;36659.7714;594.879802;36659.7714;616.585807;36659.7714;619.533256;36659.7714;574.348491;36659.7714;546.088211;36659.7714;568.508995
36671.1956;549.734975;36671.1956;553.883593;36671.1956;564.712482;36671.1956;598.085564;36671.1956;619.881073;36671.1956;622.965419;36671.1956;577.494883;36671.1956;549.498355;36671.1956;571.813341
36984.879;550.505;36984.879;554.680627;36984.879;565.548316;36984.879;598.996215;36984.879;620.842068;36984.879;623.926636;36984.879;578.350639;36984.879;550.271394;36984.879;572.660257
36984.8791;549.32499;36984.8791;553.56706;36984.8791;564.516356;36984.8791;598.060357;36984.8791;619.894389;36984.8791;622.954577;36984.8791;577.395081;36984.8791;549.143194;36984.8791;571.650169
36985.0548;549.261025;36985.0548;553.507565;36985.0548;564.463548;36985.0548;598.015571;36985.0548;619.853126;36985.0548;622.913013;36985.0548;577.348794;36985.0548;549.083711;36985.0548;571.599646
36996.4791;549.195839;36996.4791;553.451297;36996.4791;564.419779;36996.4791;597.976541;36996.4791;619.824028;36996.4791;622.886374;36996.4791;577.304629;36996.4791;549.021979;36996.4791;571.55527
37309.9259;549.989587;37309.9259;554.288752;37309.9259;565.332075;37309.9259;599.017401;37309.9259;620.953971;37309.9259;624.025041;37309.9259;578.268703;37309.9259;549.834953;37309.9259;572.492837
37309.9259;548.794716;37309.9259;553.160759;37309.9259;564.287576;37309.9259;598.070708;37309.9259;620.000097;37309.9259;623.048385;37309.9259;577.306405;37309.9259;548.695921;37309.9259;571.472665
37310.1017;549.05165;37310.1017;553.398011;37310.1017;564.494036;37310.1017;598.243047;37310.1017;620.153975;37310.1017;623.20086;37310.1017;577.483463;37310.1017;548.932469;37310.1017;571.668641
37321.5259;548.603603;37321.5259;552.985543;37321.5259;564.132284;37321.5259;597.93038;37321.5259;619.875386;37321.5259;622.923524;37321.5259;577.159589;37321.5259;548.514956;37321.5259;571.319392
37635.0165;549.371186;37635.0165;553.792923;37635.0165;565.009124;37635.0165;598.927849;37635.0165;620.95575;37635.0165;624.012706;37635.0165;578.08627;37635.0165;549.300411;37635.0165;572.221064
37635.0165;548.156682;37635.0165;552.647963;37635.0165;563.951383;37635.0165;597.97163;37635.0165;619.995648;37635.0165;623.030015;37635.0165;577.113821;37635.0165;548.144594;37635.0165;571.188123
37635.1923;548.119089;37635.1923;552.61212;37635.1923;563.919333;37635.1923;597.945187;37635.1923;619.971865;37635.1923;623.006845;37635.1923;577.088991;37635.1923;548.110895;37635.1923;571.159399
37646.6165;548.022268;37646.6165;552.527425;37646.6165;563.850836;37646.6165;597.886102;37646.6165;619.924317;37646.6165;622.960568;37646.6165;577.021139;37646.6165;548.018847;37646.6165;571.089903
37958.7879;548.793646;37958.7879;553.332067;37958.7879;564.715017;37958.7879;598.858241;37958.7879;620.971398;37958.7879;624.016111;37958.7879;577.92954;37958.7879;548.804606;37958.7879;571.976888
37958.788;547.591107;37958.788;552.198178;37958.788;563.667765;37958.788;597.911901;37958.788;620.022526;37958.788;623.045478;37958.788;576.969404;37958.788;547.661695;37958.788;570.955423
37958.9637;547.540277;37958.9637;552.151439;37958.9637;563.627802;37958.9637;597.880824;37958.9637;619.994219;37958.9637;623.017149;37958.9637;576.936556;37958.9637;547.615043;37958.9637;570.918231
37970.388;551.118947;37970.388;555.592884;37970.388;566.989643;37970.388;601.1054;37970.388;623.312984;37970.388;626.47384;37970.388;580.100237;37970.388;551.038692;37970.388;574.237271
38278.116;551.858256;38278.116;556.342151;38278.116;567.752305;38278.116;601.908601;38278.116;624.143471;38278.116;627.30359;38278.116;580.865391;38278.116;551.770613;38278.116;575.004126
38278.116;550.676069;38278.116;555.227214;38278.116;566.720388;38278.116;600.972058;38278.116;623.196281;38278.116;626.332571;38278.116;579.910593;38278.116;550.64159;38278.116;573.994288
38278.2917;550.610053;38278.2917;555.165655;38278.2917;566.66534;38278.2917;600.924333;38278.2917;623.152649;38278.2917;626.288659;38278.2917;579.861735;38278.2917;550.580157;38278.2917;573.941377
38289.716;550.532021;38289.716;555.098288;38289.716;566.612726;38289.716;600.881386;38289.716;623.120564;38289.716;626.257962;38289.716;579.810686;38289.716;550.506451;38289.716;573.888516
38584.6228;551.345036;38584.6228;555.920927;38584.6228;567.459182;38584.6228;601.790462;38584.6228;624.074808;38584.6228;627.219777;38584.6228;580.677328;38584.6228;551.318177;38584.6228;574.748731
38584.6228;550.0795;38584.6228;554.727062;38584.6228;566.352874;38584.6228;600.785999;38584.6228;623.066776;38584.6228;626.18692;38584.6228;579.656487;38584.6228;550.112045;38584.6228;573.667182
38584.7986;550.098824;38584.7986;554.743906;38584.7986;566.366966;38584.7986;600.797592;38584.7986;623.077914;38584.7986;626.198719;38584.7986;579.67106;38584.7986;550.131175;38584.7986;573.682146
38596.2228;549.965233;38596.2228;554.625998;38596.2228;566.270862;38596.2228;600.719598;38596.2228;623.013393;38596.2228;626.134796;38596.2228;579.581164;38596.2228;550.005187;38596.2228;573.586982
38866.5828;550.739358;38866.5828;555.399191;38866.5828;567.051018;38866.5828;601.539622;38866.5828;623.863271;38866.5828;626.990937;38866.5828;580.369434;38866.5828;550.771184;38866.5828;574.375885
38866.5829;549.558645;38866.5829;554.286091;38866.5829;566.023395;38866.5829;600.610542;38866.5829;622.929608;38866.5829;626.035735;38866.5829;579.426286;38866.5829;549.648279;38866.5829;573.373358
38866.6792;549.504986;38866.6792;554.236898;38866.6792;565.98119;38866.6792;600.577167;38866.6792;622.899062;38866.6792;626.00489;38866.6792;579.390574;38866.6792;549.598729;38866.6792;573.333461
38872.939;549.474784;38872.939;554.210799;38872.939;565.960211;38872.939;600.557922;38872.939;622.885167;38872.939;625.99166;38872.939;579.367981;38872.939;549.569518;38872.939;573.311368
39078.3634;550.041457;39078.3634;554.716065;39078.3634;566.374337;39078.3634;600.878168;39078.3634;623.148527;39078.3634;626.253238;39078.3634;579.728895;39078.3634;550.094394;39078.3634;573.708306
39942.3634;553.801534;39942.3634;558.840806;39942.3634;571.074323;39942.3634;606.490394;39942.3634;629.312998;39942.3634;632.442492;39942.3634;584.908014;39942.3634;554.086694;39942.3634;578.600835
48582.3634;571.654142;48582.3634;576.851813;48582.3634;589.336736;48582.3634;625.938232;48582.3634;649.450249;48582.3634;652.542447;48582.3634;603.778846;48582.3634;572.033237;48582.3634;597.142685
91782.3634;578.118579;91782.3634;583.394966;91782.3634;596.004741;91782.3634;633.099028;91782.3634;656.869095;91782.3634;659.944763;91782.3634;610.709659;91782.3634;578.548833;91782.3634;603.927129
91783.3634;576.879283;91783.3634;582.226758;91783.3634;594.926309;91783.3634;632.124947;91783.3634;655.881051;91783.3634;658.932085;91783.3634;609.723859;91783.3634;577.371717;91783.3634;602.876339
91784.3634;555.274027;91784.3634;562.94788;91784.3634;578.668942;91784.3634;618.864726;91784.3634;643.633134;91784.3634;646.371925;91784.3634;594.488991;91784.3634;556.859458;91784.3634;586.602737
91785.3634;553.434799;91785.3634;561.317462;91785.3634;577.277146;91785.3634;617.640598;91785.3634;642.496007;91785.3634;645.193535;91785.3634;593.071334;91785.3634;555.070743;91785.3634;585.157156
91786.3634;521.914275;91786.3634;532.396832;91786.3634;552.711664;91786.3634;597.869356;91786.3634;624.747239;91786.3634;627.646015;91786.3634;572.783126;91786.3634;526.274357;91786.3634;562.297995
91787.3634;521.611872;91787.3634;532.118547;91787.3634;552.47208;91787.3634;597.66762;91787.3634;624.565699;91787.3634;627.467047;91787.3634;572.57645;91787.3634;525.995575;91787.3634;562.070395
92651.3634;521.57733;92651.3634;532.089234;92651.3634;552.44673;92651.3634;597.643626;92651.3634;624.547649;92651.3634;627.447073;92651.3634;572.553428;92651.3634;525.965786;92651.3634;562.045206
92654.6968;416.363937;92654.6968;426.239371;92654.6968;445.002402;92654.6968;479.508102;92654.6968;484.006648;92654.6968;483.477978;92654.6968;465.563317;92654.6968;422.717687;92654.6968;453.577476
92658.0301;251.541087;92658.0301;302.604669;92658.0301;376.176044;92658.0301;434.664888;92658.0301;447.117111;92658.0301;438.578922;92658.0301;408.52855;92658.0301;285.17219;92658.0301;384.451528
92661.3634;249.121051;92661.3634;299.60709;92661.3634;368.77906;92661.3634;428.506909;92661.3634;443.714349;92661.3634;432.945503;92661.3634;402.961744;92661.3634;284.224785;92661.3634;377.34529
92662.3634;249.059248;92662.3634;299.151392;92662.3634;367.790875;92662.3634;428.320113;92662.3634;443.635597;92662.3634;432.847241;92662.3634;402.466453;92662.3634;284.042082;92662.3634;376.614221
92663.3634;207.792222;92663.3634;243.600828;92663.3634;284.602273;92663.3634;303.956784;92663.3634;301.389097;92663.3634;287.436624;92663.3634;300.421592;92663.3634;235.641993;92663.3634;285.270262
