# CSV file produced by Simufact
# Date of creation: 17.10.2021 13:23:19
#
# 1 (TIME - s);1 (Y displacement - mm);# 10 (TIME - s);10 (Y displacement - mm);# 2 (TIME - s);2 (Y displacement - mm);# 3 (TIME - s);3 (Y displacement - mm);# 4 (TIME - s);4 (Y displacement - mm);# 5 (TIME - s);5 (Y displacement - mm);# 6 (TIME - s);6 (Y displacement - mm);# 7 (TIME - s);7 (Y displacement - mm);# 8 (TIME - s);8 (Y displacement - mm);# 9 (TIME - s);9 (Y displacement - mm)
40700.0714;0.00496392479;40700.0714;0.00499454602;40700.0714;0.00866583677;40700.0714;0.0119527774;40700.0714;0.0069117853;40700.0714;0.00260413059;40700.0714;-0.000818470625;40700.0714;-0.00308266899;40700.0714;0.000143978405;40700.0714;0.0096280385
41101.7661;0.00492858954;41101.7661;0.00495601199;41101.7661;0.00863547035;41101.7661;0.0119270137;41101.7661;0.0068753597;41101.7661;0.0025561876;41101.7661;-0.000884992235;41101.7661;-0.00315717672;41101.7661;8.84990788e-05;41101.7661;0.00959785128
41101.7664;0.00492238545;41101.7664;0.0049583623;41101.7664;0.00864146028;41101.7664;0.011947668;41101.7664;0.00688865236;41101.7664;0.00255900404;41101.7664;-0.000893422794;41101.7664;-0.00317523649;41101.7664;7.34619268e-05;41101.7664;0.00961735485
41101.9422;0.00491306868;41101.9422;0.00494904843;41101.9422;0.00863244493;41101.9422;0.0119389446;41101.9422;0.00687947556;41101.9422;0.00254943405;41101.9422;-0.000902668891;41101.9422;-0.00318431921;41101.9422;6.42648646e-05;41101.9422;0.00960841393
41113.3664;0.0049854433;41113.3664;0.00502442025;41113.3664;0.0087047818;41113.3664;0.0120119531;41113.3664;0.00695623057;41113.3664;0.00262929732;41113.3664;-0.000819260196;41113.3664;-0.00310006605;41113.3664;0.000142434019;41113.3664;0.00968353623
41510.1038;0.00489746624;41510.1038;0.0049356082;41510.1038;0.0086224394;41510.1038;0.0119358317;41510.1038;0.00687132991;41510.1038;0.00253347607;41510.1038;-0.000933542198;41510.1038;-0.00322327849;41510.1038;3.58348474e-05;41510.1038;0.0096045147
41510.104;0.00490761579;41510.104;0.00495408994;41510.104;0.00864420205;41510.104;0.0119716101;41510.104;0.00690034239;41510.104;0.0025526613;41510.104;-0.00092565758;41510.104;-0.00322489757;41510.104;3.73028832e-05;41510.104;0.00963935648
41510.2798;0.00489335714;41510.2798;0.00493996339;41510.2798;0.00863033906;41510.2798;0.0119581924;41510.2798;0.00688648883;41510.2798;0.00253833847;41510.2798;-0.000939929783;41510.2798;-0.00323921708;41510.2798;2.29634492e-05;41510.2798;0.00962577717
41521.704;0.00492689216;41521.704;0.00497580044;41521.704;0.00866419627;41521.704;0.0119930714;41521.704;0.00692378001;41521.704;0.00257730971;41521.704;-0.000897567015;41521.704;-0.00319583074;41521.704;6.13402199e-05;41521.704;0.00966219123
41913.1593;0.00489333759;41913.1593;0.00494067856;41913.1593;0.00863479236;41913.1593;0.0119678833;41913.1593;0.00689102881;41913.1593;0.00253581132;41913.1593;-0.000954457082;41913.1593;-0.00325977305;41913.1593;1.19498976e-05;41913.1593;0.00963416361
41913.1596;0.00489109071;41913.1596;0.00494730593;41913.1596;0.00864429127;41913.1596;0.0119917809;41913.1596;0.00690863728;41913.1596;0.00254367129;41913.1596;-0.000958574324;41913.1596;-0.00327396858;41913.1596;7.93965864e-07;41913.1596;0.00965753553
41913.3353;0.00487830383;41913.3353;0.00493450125;41913.3353;0.00863170594;41913.3353;0.0119793912;41913.3353;0.00689591571;41913.3353;0.00253065425;41913.3353;-0.000971431856;41913.3353;-0.00328674835;41913.3353;-1.19937846e-05;41913.3353;0.00964498754
41924.7596;0.00497084054;41924.7596;0.00502740813;41924.7596;0.0087243726;41924.7596;0.0120719084;41924.7596;0.00698872949;41924.7596;0.00262452966;41924.7596;-0.000873444334;41924.7596;-0.00318661881;41924.7596;8.46003609e-05;41924.7596;0.00973735998
42312.7221;0.00487771419;42312.7221;0.00493505732;42312.7221;0.00863648282;42312.7221;0.0119903049;42312.7221;0.00690081646;42312.7221;0.00252775556;42312.7221;-0.000986049979;42312.7221;-0.00330752045;42312.7221;-2.35659343e-05;42312.7221;0.00965420525
42312.7223;0.00487394636;42312.7223;0.00494011624;42312.7223;0.00864406365;42312.7223;0.0120118995;42312.7223;0.00691665173;42312.7223;0.0025343231;42312.7223;-0.000991347114;42312.7223;-0.00332278136;42312.7223;-3.59532542e-05;42312.7223;0.00967551602
42312.8981;0.0048597569;42312.8981;0.00492582435;42312.8981;0.0086300104;42312.8981;0.011997936;42312.8981;0.00690235165;42312.8981;0.00251978124;42312.8981;-0.0010057388;42312.8981;-0.00333705665;42312.8981;-5.01674569e-05;42312.8981;0.00966136155
42324.3223;0.00490592578;42324.3223;0.0049730534;42324.3223;0.00867677774;42324.3223;0.0120455996;42324.3223;0.00695050826;42324.3223;0.00256819846;42324.3223;-0.000954220772;42324.3223;-0.00328427714;42324.3223;-6.88614605e-07;42324.3223;0.00970943511
42709.895;0.0048608383;42709.895;0.00492725139;42709.895;0.00863543346;42709.895;0.0120082369;42709.895;0.00690713036;42709.895;0.00251761812;42709.895;-0.00101770522;42709.895;-0.00335388395;42709.895;-5.86559084e-05;42709.895;0.00966995854
42709.8952;0.00485901818;42709.8952;0.00493447894;42709.8952;0.00864509303;42709.8952;0.0120321376;42709.8952;0.00692535432;42709.8952;0.00252651229;42709.8952;-0.00102102362;42709.8952;-0.00336743987;42709.8952;-6.92836664e-05;42709.8952;0.00969368862
42710.071;0.00484376404;42710.071;0.00491955394;42710.071;0.00863055501;42710.071;0.0120183477;42710.071;0.00691089576;42710.071;0.00251138111;42710.071;-0.00103664507;42710.071;-0.00338346594;42710.071;-8.50458311e-05;42710.071;0.00967963896
42721.4952;0.00484657694;42721.4952;0.00492330679;42721.4952;0.00863477849;42721.4952;0.012024257;42721.4952;0.00691592723;42721.4952;0.00251535479;42721.4952;-0.00103075909;42721.4952;-0.00337690089;42721.4952;-8.0441881e-05;42721.4952;0.00968534004
43105.4195;0.00484215699;43105.4195;0.0049181981;43105.4195;0.00863320724;43105.4195;0.0120257258;43105.4195;0.00691273645;43105.4195;0.00250642532;43105.4195;-0.00105065069;43105.4195;-0.00340196024;43105.4195;-9.56926048e-05;43105.4195;0.00968523243
43105.4198;0.00484250154;43105.4198;0.00492753933;43105.4198;0.00864484786;43105.4198;0.0120514163;43105.4198;0.00693295745;43105.4198;0.00251752831;43105.4198;-0.0010516585;43105.4198;-0.00341311516;43105.4198;-0.00010400163;43105.4198;0.00971083457
43105.5955;0.00482921803;43105.5955;0.00491413387;43105.5955;0.00863162651;43105.5955;0.0120382045;43105.5955;0.00691949644;43105.5955;0.00250391212;43105.5955;-0.00106520091;43105.5955;-0.00342656458;43105.5955;-0.000117341239;43105.5955;0.00969746765
43117.0198;0.00483314973;43117.0198;0.00491866935;43117.0198;0.0086369196;43117.0198;0.0120450245;43117.0198;0.00692510101;43117.0198;0.00250824387;43117.0198;-0.00105923722;43117.0198;-0.00341995498;43117.0198;-0.000112130915;43117.0198;0.0097038568
43499.8962;0.00482959258;43499.8962;0.00491461267;43499.8962;0.00863597203;43499.8962;0.0120469061;43499.8962;0.00692286716;43499.8962;0.00250085646;43499.8962;-0.00107651884;43499.8962;-0.00344193547;43499.8962;-0.000125370005;43499.8962;0.00970439001
43499.8965;0.00483097401;43499.8965;0.00492483821;43499.8965;0.00864837878;43499.8965;0.0120730491;43499.8965;0.00694375715;43499.8965;0.00251289424;43499.8965;-0.00107634604;43499.8965;-0.0034517064;43499.8965;-0.000132407213;43499.8965;0.00973050484
43500.0722;0.00481647832;43500.0722;0.00491041616;43500.0722;0.00863413842;43500.0722;0.0120590875;43500.0722;0.00692950125;43500.0722;0.0024983298;43500.0722;-0.00109111553;43500.0722;-0.00346661825;43500.0722;-0.000147149988;43500.0722;0.00971642923
43511.4965;0.0049032337;43511.4965;0.00499567807;43511.4965;0.00872105538;43511.4965;0.0121452519;43511.4965;0.00701364298;43511.4965;0.00258201354;43511.4965;-0.00100441565;43511.4965;-0.00337769248;43511.4965;-5.88821171e-05;43511.4965;0.00980097812
43893.276;0.00481538258;43893.276;0.00490975381;43893.276;0.0086374729;43893.276;0.0120672527;43893.276;0.00693204705;43893.276;0.00249421312;43893.276;-0.00110350001;43893.276;-0.00348324471;43893.276;-0.00015665683;43893.276;0.00972269597
43893.2763;0.00481627114;43893.2763;0.00491942226;43893.2763;0.00864925553;43893.2763;0.0120926239;43893.2763;0.00695227423;43893.2763;0.00250572158;43893.2763;-0.00110373107;43893.2763;-0.00349331853;43893.2763;-0.000164059294;43893.2763;0.00974806969
43893.452;0.0048007648;43893.452;0.0049040274;43893.452;0.00863401801;43893.452;0.0120776952;43893.452;0.00693707794;43893.452;0.00249021742;43893.452;-0.00111949291;43893.452;-0.00350926533;43893.452;-0.00017983462;43893.452;0.00973305211
43904.8763;0.00480845169;43904.8763;0.00491170522;43904.8763;0.00864268734;43904.8763;0.0120873114;43904.8763;0.00694528988;43904.8763;0.00249718344;43904.8763;-0.00111129399;43904.8763;-0.00350039071;43904.8763;-0.000171524139;43904.8763;0.00974201626
44286.76;0.0048033746;44286.76;0.00490644273;44286.76;0.00864003233;44286.76;0.0120873379;44286.76;0.00694182587;44286.76;0.00248927555;44286.76;-0.00112736463;44286.76;-0.00352041821;44286.76;-0.000184513013;44286.76;0.00974095181
44286.7603;0.00479824744;44286.7603;0.00491056842;44286.7603;0.00864653206;44286.7603;0.0121082645;44286.7603;0.00695711037;44286.7603;0.00249522669;44286.7603;-0.00113387315;44286.7603;-0.00353736571;44286.7603;-0.000198537974;44286.7603;0.00976175467
44286.9361;0.0047904935;44286.9361;0.00490309903;44286.9361;0.00863903893;44286.9361;0.0121011625;44286.9361;0.00694996527;44286.9361;0.00248784745;44286.9361;-0.00114157872;44286.9361;-0.00354537844;44286.9361;-0.000206513685;44286.9361;0.00975473508
44298.3603;0.00483100124;44298.3603;0.00494342085;44298.3603;0.00868004034;44298.3603;0.0121425626;44298.3603;0.0069904867;44298.3603;0.00252766707;44298.3603;-0.00110037238;44298.3603;-0.00350338313;44298.3603;-0.00016520427;44298.3603;0.0097956852
44679.3617;0.0047869134;44679.3617;0.00489912424;44679.3617;0.00863862326;44679.3617;0.0121040129;44679.3617;0.0069480197;44679.3617;0.00248053887;44679.3617;-0.00115522946;44679.3617;-0.00356192968;44679.3617;-0.00021691459;44679.3617;0.00975577501
45543.3617;0.00422825646;45543.3617;0.00434849185;45543.3617;0.00811862691;45543.3617;0.0116248613;45543.3617;0.00642498352;45543.3617;0.00190939113;45543.3617;-0.00176906679;45543.3617;-0.00420164895;45543.3617;-0.000822873369;45543.3617;0.00926067004
45544.3617;0.0042394855;45544.3617;0.0043684807;45544.3617;0.0081407985;45544.3617;0.0116606562;45544.3617;0.00645558016;45544.3617;0.00193121296;45544.3617;-0.00175894925;45544.3617;-0.00420138706;45544.3617;-0.000819977189;45544.3617;0.00929644812
45545.3617;0.0222389976;45545.3617;0.022184029;45545.3617;0.0261992597;45545.3617;0.0296778233;45545.3617;0.0241613564;45545.3617;0.0194962836;45545.3617;0.0158113056;45545.3617;0.0134685742;45545.3617;0.0170580464;45545.3617;0.0270965557
45546.3617;0.012550406;45546.3617;0.0124680751;45546.3617;0.016495472;45546.3617;0.0199459588;45546.3617;0.0144190714;45546.3617;0.00976327279;45546.3617;0.00610153693;45546.3617;0.0037832819;45546.3617;0.00737835957;45546.3617;0.0173500462
45547.3617;-0.0167367062;45547.3617;-0.0163910254;45547.3617;-0.0126043567;45547.3617;-0.00877098139;45547.3617;-0.0140396122;45547.3617;-0.018745623;45547.3617;-0.0226857009;45547.3617;-0.0253606501;45547.3617;-0.0219634627;45547.3617;-0.0110946462
45548.3617;0.016035168;45548.3617;0.0136532616;45548.3617;0.0198215273;45548.3617;0.0220407357;45548.3617;0.0142744688;45548.3617;0.00887715912;45548.3617;0.00574480788;45548.3617;0.0046846259;45548.3617;0.0099260911;45548.3617;0.0177302835
46412.3617;0.0148998819;46412.3617;0.0125281323;46412.3617;0.0187210324;46412.3617;0.0209763595;46412.3617;0.0131748962;46412.3617;0.00773992551;46412.3617;0.00457288008;46412.3617;0.00348852832;46412.3617;0.00875252946;46412.3617;0.016653145
46520.3617;0.0157193434;46520.3617;0.0135659914;46520.3617;0.0193507823;46520.3617;0.0215318111;46520.3617;0.0142248473;46520.3617;0.00912737926;46520.3617;0.00624950871;46520.3617;0.005244073;46520.3617;0.0100619323;46520.3617;0.0174954774
49140.1841;0.242034293;49140.1841;0.23857216;49140.1841;0.240935105;49140.1841;0.238299794;49140.1841;0.235824842;49140.1841;0.235754778;49140.1841;0.237457714;49140.1841;0.239699975;49140.1841;0.241559288;49140.1841;0.23607736
49354.6006;0.266140486;49354.6006;0.26260181;49354.6006;0.264435098;49354.6006;0.26121328;49354.6006;0.259469912;49354.6006;0.260104609;49354.6006;0.262385065;49354.6006;0.264994763;49354.6006;0.266382656;49354.6006;0.259299457
49560.6089;0.287488571;49560.6089;0.283871288;49560.6089;0.285132783;49560.6089;0.281279814;49560.6089;0.280337594;49560.6089;0.281738905;49560.6089;0.284659703;49560.6089;0.287654295;49560.6089;0.288500878;49560.6089;0.279707834
49835.7035;0.314419619;49835.7035;0.310638619;49835.7035;0.311211207;49835.7035;0.306496832;49835.7035;0.306560825;49835.7035;0.308953853;49835.7035;0.31272102;49835.7035;0.316248543;49835.7035;0.31641536;49835.7035;0.305339728
50298.8447;0.343096607;50298.8447;0.339089251;50298.8447;0.339056684;50298.8447;0.333475344;50298.8447;0.334445619;50298.8447;0.337754038;50298.8447;0.342308126;50298.8447;0.346354385;50298.8447;0.345957869;50298.8447;0.332675993
54221.0694;0.300473161;54221.0694;0.296633302;54221.0694;0.29726194;54221.0694;0.29248101;54221.0694;0.292536879;54221.0694;0.294942955;54221.0694;0.298710211;54221.0694;0.302206093;54221.0694;0.302377316;54221.0694;0.291310616
57212.3617;0.0714835691;57212.3617;0.0690011066;57212.3617;0.0730899618;57212.3617;0.0732195262;57212.3617;0.0683758313;57212.3617;0.0656788727;57212.3617;0.0647882753;57212.3617;0.0649770392;57212.3617;0.068140183;57212.3617;0.070213617
57320.3617;0.0645930424;57320.3617;0.0620672851;57320.3617;0.0662802363;57320.3617;0.0664560102;57320.3617;0.0614412612;57320.3617;0.0586356392;57320.3617;0.0576915497;57320.3617;0.0578598115;57320.3617;0.0611275474;57320.3617;0.0633483479
58400.3617;0.034660072;58400.3617;0.0322848134;58400.3617;0.0368806343;58400.3617;0.0375998262;58400.3617;0.0320431775;58400.3617;0.0286746283;58400.3617;0.0272195683;58400.3617;0.0270248353;58400.3617;0.030619404;58400.3617;0.0342886768
63800.3617;0.0114982983;63800.3617;0.009235883;63800.3617;0.0141194431;63800.3617;0.0152465091;63800.3617;0.0092828207;63800.3617;0.00549185633;63800.3617;0.0036536635;63800.3617;0.00318665665;63800.3617;0.0070261402;63800.3617;0.0117823478
68012.3617;0.00792797434;68012.3617;0.00568190877;68012.3617;0.010607674;68012.3617;0.0117943312;68012.3617;0.00577104183;68012.3617;0.001918225;68012.3617;2.39878002e-05;68012.3617;-0.000482741086;68012.3617;0.00339267478;68012.3617;0.00830775884
68013.3617;0.0107647042;68013.3617;0.00818278677;68013.3617;0.0140065743;68013.3617;0.0155534027;68013.3617;0.00838278404;68013.3617;0.00369349802;68013.3617;0.00140609815;68013.3617;0.000792215921;68013.3617;0.0053953359;68013.3617;0.0114349487
