# CSV file produced by Simufact
# Date of creation: 17.10.2021 13:23:19
#
# 1 (TIME - s);1 (Y displacement - mm);# 10 (TIME - s);10 (Y displacement - mm);# 2 (TIME - s);2 (Y displacement - mm);# 3 (TIME - s);3 (Y displacement - mm);# 4 (TIME - s);4 (Y displacement - mm);# 5 (TIME - s);5 (Y displacement - mm);# 6 (TIME - s);6 (Y displacement - mm);# 7 (TIME - s);7 (Y displacement - mm);# 8 (TIME - s);8 (Y displacement - mm);# 9 (TIME - s);9 (Y displacement - mm)
39846.942;0.00497091797;39846.942;0.00497379096;39846.942;0.00863698221;39846.942;0.0118780581;39846.942;0.00685428436;39846.942;0.00257948137;39846.942;-0.000785636156;39846.942;-0.00300985554;39846.942;0.000192844731;39846.942;0.0095518551
39847.1178;0.00496022269;39847.1178;0.00496320661;39847.1178;0.00862653333;39847.1178;0.0118678919;39847.1178;0.00684388473;39847.1178;0.00256886252;39847.1178;-0.000795231277;39847.1178;-0.00301891681;39847.1178;0.00018303089;39847.1178;0.00954159498
39858.542;0.00499208371;39858.542;0.00500393672;39858.542;0.00865668332;39858.542;0.0118993619;39858.542;0.00688872644;39858.542;0.00262297269;39858.542;-0.000741180995;39858.542;-0.00296817541;39858.542;0.000223181172;39858.542;0.00958117244
40270.3782;0.00496620545;40270.3782;0.00497236437;40270.3782;0.00863695219;40270.3782;0.0118847726;40270.3782;0.00685881904;40270.3782;0.00257740349;40270.3782;-0.000809112562;40270.3782;-0.00304494434;40270.3782;0.000171508203;40270.3782;0.0095597679
40270.3784;0.00495322923;40270.3784;0.00496790259;40270.3784;0.00863758454;40270.3784;0.0119012683;40270.3784;0.00686578142;40270.3784;0.00257221354;40270.3784;-0.000824465824;40270.3784;-0.00306941486;40270.3784;0.000149836411;40270.3784;0.00957397872
40270.5542;0.00494151458;40270.5542;0.0049561772;40270.5542;0.00862616049;40270.5542;0.0118901041;40270.5542;0.00685416843;40270.5542;0.00256027149;40270.5542;-0.000835657833;40270.5542;-0.0030801726;40270.5542;0.000138660811;40270.5542;0.0095625753
40281.9784;0.00498236263;40281.9784;0.00500383831;40281.9784;0.00866613573;40281.9784;0.0119315407;40281.9784;0.00690527173;40281.9784;0.00261794103;40281.9784;-0.000776584274;40281.9784;-0.00302283721;40281.9784;0.000186953564;40281.9784;0.00960997048
40688.4712;0.00494563637;40688.4712;0.00496295158;40688.4712;0.00863508748;40688.4712;0.0119055688;40688.4712;0.00686649388;40688.4712;0.00256566427;40688.4712;-0.000849354213;40688.4712;-0.00310416522;40688.4712;0.000127398415;40688.4712;0.00957852149
40688.4714;0.00493699534;40688.4714;0.00496254322;40688.4714;0.00863889038;40688.4714;0.0119241195;40688.4714;0.00687690124;40688.4714;0.00256512233;40688.4714;-0.000860410982;40688.4714;-0.00312436545;40688.4714;0.000110138896;40688.4714;0.00959543503
40688.6472;0.0049308113;40688.6472;0.00495634312;40688.6472;0.0086329715;40688.6472;0.0119184454;40688.6472;0.00687080771;40688.6472;0.00255869135;40688.6472;-0.000866288807;40688.6472;-0.00312994198;40688.6472;0.000104286497;40688.6472;0.00958954823
