# CSV file produced by Simufact
# Date of creation: 05.10.2021 14:28:52
#
# 1 (TIME - s);1 (X displacement - mm);# 2 (TIME - s);2 (X displacement - mm);# 3 (TIME - s);3 (X displacement - mm);# 4 (TIME - s);4 (X displacement - mm);# 5 (TIME - s);5 (X displacement - mm);# 6 (TIME - s);6 (X displacement - mm);# 7 (TIME - s);7 (X displacement - mm);# 8 (TIME - s);8 (X displacement - mm)
27216.6204;0.00409043805;27216.6204;0.00411109441;27216.6204;0.0042586224;27216.6204;0.004573049;27216.6204;0.00459094903;27216.6204;0.00449905171;27216.6204;0.00440319976;27216.6204;0.004465647
27216.6204;0.00399548747;27216.6204;0.00403040017;27216.6204;0.00419857092;27216.6204;0.00452173731;27216.6204;0.00452946269;27216.6204;0.00442387597;27216.6204;0.00431610381;27216.6204;0.00439558518
27216.7961;0.00399795113;27216.7961;0.0040318221;27216.7961;0.00419667544;27216.7961;0.00451663334;27216.7961;0.00452325659;27216.7961;0.00442026012;27216.7961;0.00431567935;27216.7961;0.00439314157
27228.2204;0.00396346596;27228.2204;0.00395622455;27228.2204;0.00400951364;27228.2204;0.00426433742;27228.2204;0.00428833111;27228.2204;0.0042464567;27228.2204;0.00420960365;27228.2204;0.00422651242
27589.7221;0.00401754995;27589.7221;0.00408346294;27589.7221;0.00428982105;27589.7221;0.00463932679;27589.7221;0.00463809404;27589.7221;0.00449701371;27589.7221;0.00435548321;27589.7221;0.00447359887
27589.7221;0.00399052329;27589.7221;0.00407170904;27589.7221;0.00430059501;27589.7221;0.00466033763;27589.7221;0.00464892903;27589.7221;0.00449258035;27589.7221;0.00433749161;27589.7221;0.0044741557
27589.8979;0.00391987957;27589.8979;0.00399935429;27589.8979;0.00422558676;27589.8979;0.00458287864;27589.8979;0.00457119401;27589.8979;0.00441746447;27589.8979;0.00426511998;27589.8979;0.00439931556
27601.3221;0.00393100714;27601.3221;0.00397418872;27601.3221;0.00409863098;27601.3221;0.00439595932;27601.3221;0.00439891608;27601.3221;0.00430053813;27601.3221;0.00421004885;27601.3221;0.00428997251
27960.9518;0.00394614469;27960.9518;0.00405667362;27960.9518;0.00431940678;27960.9518;0.00470206867;27960.9518;0.0046813312;27960.9518;0.00449246449;27960.9518;0.00430713507;27960.9518;0.00447985708
27960.9518;0.00391495712;27960.9518;0.00404180209;27960.9518;0.00432878979;27960.9518;0.00472283302;27960.9518;0.00469160491;27960.9518;0.00448613178;27960.9518;0.00428592761;27960.9518;0.00447859728
27961.1276;0.00388468028;27961.1276;0.00400967687;27961.1276;0.00429486285;27961.1276;0.00468728248;27961.1276;0.00465625434;27961.1276;0.00445300962;27961.1276;0.00425487088;27961.1276;0.00444520466
27972.5518;0.00385231613;27972.5518;0.003945843;27972.5518;0.00413973889;27972.5518;0.00447749756;27972.5518;0.00445805777;27972.5518;0.0043043922;27972.5518;0.00416219073;27972.5518;0.00430453004
28330.1295;0.00390597054;28330.1295;0.00405745669;28330.1295;0.00437129178;28330.1295;0.00478391394;28330.1295;0.00474515382;28330.1295;0.00451277221;28330.1295;0.0042876535;28330.1295;0.00451024174
28330.1296;0.00381006371;28330.1296;0.00393352687;28330.1296;0.00420763451;28330.1296;0.00459287245;28330.1296;0.00456146912;28330.1296;0.00436285415;28330.1296;0.00417082577;28330.1296;0.00435702104
28330.3053;0.00379309574;28330.3053;0.00391588796;28330.3053;0.00418949409;28330.3053;0.00457382497;28330.3053;0.00454199014;28330.3053;0.00434440961;28330.3053;0.00415346698;28330.3053;0.00433873914
28341.7296;0.00373679609;28341.7296;0.00383278787;28341.7296;0.00402718435;28341.7296;0.00436359461;28341.7296;0.00434097278;28341.7296;0.00418641151;28341.7296;0.00404429448;28341.7296;0.00418826275
