# CSV file produced by Simufact
# Date of creation: 05.10.2021 14:28:52
#
# 1 (TIME - s);1 (X displacement - mm);# 2 (TIME - s);2 (X displacement - mm);# 3 (TIME - s);3 (X displacement - mm);# 4 (TIME - s);4 (X displacement - mm);# 5 (TIME - s);5 (X displacement - mm);# 6 (TIME - s);6 (X displacement - mm);# 7 (TIME - s);7 (X displacement - mm);# 8 (TIME - s);8 (X displacement - mm)
36004.7379;0.00235438273;36004.7379;0.00285245025;36004.7379;0.00353321607;36004.7379;0.00412832051;36004.7379;0.00389674235;36004.7379;0.00333914902;36004.7379;0.00283859272;36004.7379;0.00345803664
36016.1622;0.00234964074;36016.1622;0.00285164499;36016.1622;0.00353863345;36016.1622;0.00413701222;36016.1622;0.00390334072;36016.1622;0.00334140257;36016.1622;0.00283671146;36016.1622;0.00346106147
36333.0136;0.00232707237;36333.0136;0.00283108647;36333.0136;0.00352148507;36333.0136;0.00412256226;36333.0136;0.00388887966;36333.0136;0.0033241344;36333.0136;0.00281640053;36333.0136;0.00344351902
36333.0136;0.00229846659;36333.0136;0.00281883885;36333.0136;0.00352732504;36333.0136;0.0041371926;36333.0136;0.00389399025;36333.0136;0.00331376582;36333.0136;0.00279311448;36333.0136;0.003439331
36333.1894;0.00230073051;36333.1894;0.00282076333;36333.1894;0.00352927167;36333.1894;0.00413929904;36333.1894;0.00389639127;36333.1894;0.00331627674;36333.1894;0.00279562433;36333.1894;0.00344159458
36344.6136;0.00228003728;36344.6136;0.00280300784;36344.6136;0.00351691193;36344.6136;0.00412989168;36344.6136;0.0038855274;36344.6136;0.00330190528;36344.6136;0.00277775459;36344.6136;0.00342753942
36659.5956;0.0022621112;36659.5956;0.00278759924;36659.5956;0.00350439146;36659.5956;0.0041192858;36659.5956;0.00387413232;36659.5956;0.00328781646;36659.5956;0.00276109209;36659.5956;0.00341388093
36659.5956;0.00226203108;36659.5956;0.00280243486;36659.5956;0.00353608649;36659.5956;0.00415939572;36659.5956;0.00390574801;36659.5956;0.00330506214;36659.5956;0.00276622119;36659.5956;0.00343660324
36659.7714;0.00223660894;36659.7714;0.00277810473;36659.7714;0.00351287859;36659.7714;0.00413662901;36659.7714;0.00388223538;36659.7714;0.00328061171;36659.7714;0.00274104673;36659.7714;0.00341263963
36671.1956;0.00214215635;36671.1956;0.00263167499;36671.1956;0.00329362696;36671.1956;0.0038740137;36671.1956;0.00364256855;36671.1956;0.00309924925;36671.1956;0.00261380428;36671.1956;0.00321935137
36984.879;0.00213821735;36984.879;0.00263124856;36984.879;0.00329818707;36984.879;0.00388190065;36984.879;0.00364918844;36984.879;0.00310161071;36984.879;0.00261213273;36984.879;0.00322230538
36984.8791;0.00213949765;36984.8791;0.00264870319;36984.8791;0.00333362602;36984.8791;0.00392617573;36984.8791;0.0036841473;36984.8791;0.00312122511;36984.8791;0.00261885279;36984.8791;0.00324792025
36985.0548;0.00215002935;36985.0548;0.00265902729;36985.0548;0.00334401353;36985.0548;0.00393669562;36985.0548;0.00369486112;36985.0548;0.00313198748;36985.0548;0.00262958198;36985.0548;0.00325850934
36996.4791;0.00212642081;36996.4791;0.00263823325;36996.4791;0.00332833539;36996.4791;0.00392386364;36996.4791;0.0036806619;36996.4791;0.00311440429;36996.4791;0.00260864352;36996.4791;0.00324124401
37309.9259;0.00210955077;37309.9259;0.00262359248;37309.9259;0.00331645011;37309.9259;0.00391381625;37309.9259;0.00366997446;37309.9259;0.00310125997;37309.9259;0.00259308947;37309.9259;0.00322838501
37309.9259;0.00209619401;37309.9259;0.00262583112;37309.9259;0.0033362651;37309.9259;0.00394237104;37309.9259;0.00368964864;37309.9259;0.00310598517;37309.9259;0.00258518893;37309.9259;0.00323880095
37310.1017;0.00204866837;37310.1017;0.00257952281;37310.1017;0.00329099028;37310.1017;0.00389752201;37310.1017;0.00364392817;37310.1017;0.00305917639;37310.1017;0.002537653;37310.1017;0.0031926953
37321.5259;0.00207255577;37321.5259;0.00260512842;37321.5259;0.00332137928;37321.5259;0.00393100918;37321.5259;0.00367711573;37321.5259;0.00308956886;37321.5259;0.00256483426;37321.5259;0.00322252394
37635.0165;0.00207021087;37635.0165;0.00260512203;37635.0165;0.00332422572;37635.0165;0.00393564216;37635.0165;0.00368092858;37635.0165;0.00309088594;37635.0165;0.00256375825;37635.0165;0.00322424259
37635.0165;0.00205787716;37635.0165;0.00260823833;37635.0165;0.00334463561;37635.0165;0.00396460864;37635.0165;0.0037010817;37635.0165;0.00309628208;37635.0165;0.00255671478;37635.0165;0.00323530751
37635.1923;0.00206419592;37635.1923;0.00261440677;37635.1923;0.00335096539;37635.1923;0.00397114214;37635.1923;0.0037077721;37635.1923;0.00310293666;37635.1923;0.00256327391;37635.1923;0.00324182177
37646.6165;0.0020458148;37646.6165;0.00259866042;37646.6165;0.00333981941;37646.6165;0.00396254257;37646.6165;0.00369790144;37646.6165;0.00308996771;37646.6165;0.00254724688;37646.6165;0.00322917732
37958.7879;0.00203829518;37958.7879;0.00259314456;37958.7879;0.00333682759;37958.7879;0.00396117213;37958.7879;0.00369587852;37958.7879;0.00308574888;37958.7879;0.00254089875;37958.7879;0.00322525993
37958.788;0.00202416757;37958.788;0.00259431571;37958.788;0.00335513957;37958.788;0.00398796515;37958.788;0.00371390099;37958.788;0.00308913373;37958.788;0.00253198117;37958.788;0.00323431
37958.9637;0.00201949013;37958.9637;0.00258999336;37958.9637;0.00335125976;37958.9637;0.00398429138;37958.9637;0.00371000739;37958.9637;0.00308490007;37958.9637;0.00252745835;37958.9637;0.00323020326
37970.388;0.0019260746;37970.388;0.00244412338;37970.388;0.00313144852;37970.388;0.00372052194;37970.388;0.00346948395;37970.388;0.00290333788;37970.388;0.00240066249;37970.388;0.00303666052
38278.116;0.0019205322;38278.116;0.00244100436;38278.116;0.00313142539;38278.116;0.00372254658;38278.116;0.0034705339;38278.116;0.00290156786;38278.116;0.00239633392;38278.116;0.00303546846
38278.116;0.00191000285;38278.116;0.0024462743;38278.116;0.00315456609;38278.116;0.00375451775;38278.116;0.00349343322;38278.116;0.00290936862;38278.116;0.00239137874;38278.116;0.00304904708
38278.2917;0.00190486262;38278.2917;0.00244062172;38278.2917;0.00314862539;38278.2917;0.00374857052;38278.2917;0.00348788414;38278.2917;0.0029041367;38278.2917;0.00238633655;38278.2917;0.00304352666
38289.716;0.00189570707;38289.716;0.00243397845;38289.716;0.00314626731;38289.716;0.00374859856;38289.716;0.00348670095;38289.716;0.00290001615;38289.716;0.00237934305;38289.716;0.00303975124
38584.6228;0.00191706234;38584.6228;0.00245428856;38584.6228;0.00316471927;38584.6228;0.00376605187;38584.6228;0.00350472385;38584.6228;0.00291926316;38584.6228;0.00239976657;38584.6228;0.00305883029
38584.6228;0.00188749604;38584.6228;0.00244046913;38584.6228;0.00316905376;38584.6228;0.00377961376;38584.6228;0.00350944933;38584.6228;0.00290863613;38584.6228;0.00237608362;38584.6228;0.00305382733
38584.7986;0.00192082705;38584.7986;0.00247355644;38584.7986;0.00320206298;38584.7986;0.00381266221;38584.7986;0.0035426926;38584.7986;0.00294200364;38584.7986;0.00240950708;38584.7986;0.00308703861
38596.2228;0.00189409284;38596.2228;0.00244911758;38596.2228;0.00318162555;38596.2228;0.00379447215;38596.2228;0.0035234124;38596.2228;0.00292000323;38596.2228;0.00238482867;38596.2228;0.00306532553
38866.5828;0.00192372753;38866.5828;0.00247664561;38866.5828;0.00320564702;38866.5828;0.00381647379;38866.5828;0.00354635825;38866.5828;0.00294542404;38866.5828;0.00241267308;38866.5828;0.00309047772
38866.5829;0.00191551728;38866.5829;0.00248369102;38866.5829;0.00322994214;38866.5829;0.00384933552;38866.5829;0.00357051044;38866.5829;0.00295493001;38866.5829;0.00240981599;38866.5829;0.0031055636
38866.6792;0.00189604152;38866.6792;0.00246456275;38866.6792;0.00321116808;38866.6792;0.00383070474;38866.6792;0.00355164835;38866.6792;0.0029357688;38866.6792;0.00239042262;38866.6792;0.00308655695
38872.939;0.00191101694;38872.939;0.00248020234;38872.939;0.00322836065;38872.939;0.00384887459;38872.939;0.00356961596;38872.939;0.00295275671;38872.939;0.00240635629;38872.939;0.00310345988
39078.3634;0.00189023616;39078.3634;0.00245578108;39078.3634;0.00319730201;39078.3634;0.00381386288;39078.3634;0.00353610981;39078.3634;0.00292373336;39078.3634;0.00238188027;39078.3634;0.00307423259
39942.3634;-0.0144692689;39942.3634;-0.0135817706;39942.3634;-0.0123923377;39942.3634;-0.0114968858;39942.3634;-0.0118792602;39942.3634;-0.0128552465;39942.3634;-0.0137572242;39942.3634;-0.0126682273
48582.3634;-0.0586342133;48582.3634;-0.0568733051;48582.3634;-0.0544955761;48582.3634;-0.0528564207;48582.3634;-0.0535164631;48582.3634;-0.0554731587;48582.3634;-0.0573445603;48582.3634;-0.0551837813
91782.3634;-0.0752924419;91782.3634;-0.0731915278;91782.3634;-0.0703500568;91782.3634;-0.0684205599;91782.3634;-0.0691881932;91782.3634;-0.0715267819;91782.3634;-0.0737762956;91782.3634;-0.0711984481
91783.3634;-0.0753261311;91783.3634;-0.0732073493;91783.3634;-0.0703463237;91783.3634;-0.0684074045;91783.3634;-0.0691855339;91783.3634;-0.0715409247;91783.3634;-0.0738043667;91783.3634;-0.0712057232
91784.3634;-0.0733741676;91784.3634;-0.0708791183;91784.3634;-0.06802001;91784.3634;-0.0662880316;91784.3634;-0.0674699475;91784.3634;-0.0699474462;91784.3634;-0.0721668937;91784.3634;-0.0692691343
91785.3634;-0.0741626979;91785.3634;-0.0716948058;91785.3634;-0.0688500843;91785.3634;-0.0671164611;91785.3634;-0.0682696627;91785.3634;-0.070728627;91785.3634;-0.0729433024;91785.3634;-0.0700754955
91786.3634;-0.0703110785;91786.3634;-0.0679943863;91786.3634;-0.0650944845;91786.3634;-0.0632408799;91786.3634;-0.0642191278;91786.3634;-0.0666442552;91786.3634;-0.0689079128;91786.3634;-0.0661510059
91787.3634;-0.0673177288;91787.3634;-0.0664489984;91787.3634;-0.0631449678;91787.3634;-0.060131657;91787.3634;-0.0592636535;91787.3634;-0.0613592569;91787.3634;-0.0641760024;91787.3634;-0.0625664629
92651.3634;-0.0681209955;92651.3634;-0.0672371144;92651.3634;-0.0639128454;92651.3634;-0.0608870703;92651.3634;-0.060024246;92651.3634;-0.0621366236;92651.3634;-0.0649697349;92651.3634;-0.0633416973
92654.6968;-0.0337253667;92654.6968;-0.0301357678;92654.6968;-0.0242916972;92654.6968;-0.0205643469;92654.6968;-0.0222228118;92654.6968;-0.0266557385;92654.6968;-0.0309004904;92654.6968;-0.0261450922
92658.0301;0.107545264;92658.0301;0.112508487;92658.0301;0.121183512;92658.0301;0.127108582;92658.0301;0.12592266;92658.0301;0.119541125;92658.0301;0.112884752;92658.0301;0.119454873
92661.3634;-0.0822698905;92661.3634;-0.0809117172;92661.3634;-0.0723904102;92661.3634;-0.0646093893;92661.3634;-0.0616470151;92661.3634;-0.0666131452;92661.3634;-0.0737962793;92661.3634;-0.0704188786
92662.3634;0.0878129161;92662.3634;0.0884706485;92662.3634;0.0972008205;92662.3634;0.105494394;92662.3634;0.109274696;92662.3634;0.104451516;92662.3634;0.0970319995;92662.3634;0.0998847038
92663.3634;-0.033248104;92663.3634;-0.0320656301;92663.3634;-0.0223797944;92663.3634;-0.0132532432;92663.3634;-0.00933037832;92663.3634;-0.0149800646;92663.3634;-0.0233462863;92663.3634;-0.0197597832
