# CSV file produced by Simufact
# Date of creation: 17.10.2021 13:31:33
#
# 1 (TIME - s);1 (X displacement - mm);# 10 (TIME - s);10 (X displacement - mm);# 2 (TIME - s);2 (X displacement - mm);# 3 (TIME - s);3 (X displacement - mm);# 4 (TIME - s);4 (X displacement - mm);# 5 (TIME - s);5 (X displacement - mm);# 6 (TIME - s);6 (X displacement - mm);# 7 (TIME - s);7 (X displacement - mm);# 8 (TIME - s);8 (X displacement - mm);# 9 (TIME - s);9 (X displacement - mm)
40688.4714;-0.0757003367;40688.4714;-0.091551054;40688.4714;-0.0780269246;40688.4714;-0.0835073585;40688.4714;-0.0942859138;40688.4714;-0.0960464803;40688.4714;-0.0916884791;40688.4714;-0.0840362326;40688.4714;-0.0802711276;40688.4714;-0.0845097445
40688.6472;-0.0756931645;40688.6472;-0.0915438894;40688.6472;-0.07802069;40688.6472;-0.0835018237;40688.6472;-0.0942799352;40688.6472;-0.0960396261;40688.6472;-0.0916808083;40688.6472;-0.0840283067;40688.6472;-0.080263459;40688.6472;-0.084502927
40700.0714;-0.0755836191;40700.0714;-0.0914430555;40700.0714;-0.0779217525;40700.0714;-0.0834129842;40700.0714;-0.0941918623;40700.0714;-0.0959438577;40700.0714;-0.0915757667;40700.0714;-0.0839172019;40700.0714;-0.0801526269;40700.0714;-0.084401726
41101.7661;-0.075959068;41101.7661;-0.0918085188;41101.7661;-0.078274359;41101.7661;-0.0837466658;41101.7661;-0.0945307032;41101.7661;-0.0963005545;41101.7661;-0.0919504227;41101.7661;-0.0843012731;41101.7661;-0.0805341305;41101.7661;-0.0847639557
41101.7664;-0.0761312561;41101.7664;-0.092001957;41101.7664;-0.0784537188;41101.7664;-0.0839363912;41101.7664;-0.0947304656;41101.7664;-0.096499126;41101.7664;-0.0921442631;41101.7664;-0.0844849426;41101.7664;-0.0807124405;41101.7664;-0.0849494923
41101.9422;-0.0761249246;41101.9422;-0.091995349;41101.9422;-0.0784480741;41101.9422;-0.0839312064;41101.9422;-0.0947247771;41101.9422;-0.0964926902;41101.9422;-0.0921372242;41101.9422;-0.0844778304;41101.9422;-0.0807056051;41101.9422;-0.0849432862
41113.3664;-0.0760726019;41113.3664;-0.0919539869;41113.3664;-0.0784057392;41113.3664;-0.0838988571;41113.3664;-0.0946947553;41113.3664;-0.0964563788;41113.3664;-0.0920925011;41113.3664;-0.0844263284;41113.3664;-0.0806533731;41113.3664;-0.0849001698
41510.1038;-0.076404782;41510.1038;-0.0922761842;41510.1038;-0.0787181315;41510.1038;-0.0841946983;41510.1038;-0.0949943414;41510.1038;-0.0967707995;41510.1038;-0.092422182;41510.1038;-0.0847646654;41510.1038;-0.0809900122;41510.1038;-0.0852203139
41510.104;-0.0765548159;41510.104;-0.0924475047;41510.104;-0.0788747385;41510.104;-0.0843612448;41510.104;-0.0951712588;41510.104;-0.0969471129;41510.104;-0.0925942494;41510.104;-0.0849266918;41510.104;-0.0811465182;41510.104;-0.0853834809
41510.2798;-0.076548879;41510.2798;-0.0924411411;41510.2798;-0.0788693364;41510.2798;-0.0843561653;41510.2798;-0.0951656567;41510.2798;-0.0969408414;41510.2798;-0.0925875001;41510.2798;-0.0849199728;41510.2798;-0.0811400822;41510.2798;-0.085377543
41521.704;-0.0765069201;41521.704;-0.09240621;41521.704;-0.078835672;41521.704;-0.0843302616;41521.704;-0.0951403901;41521.704;-0.0969098863;41521.704;-0.0925493641;41521.704;-0.0848769186;41521.704;-0.0810971377;41521.704;-0.085342168
41913.1593;-0.0767802448;41913.1593;-0.0926719389;41913.1593;-0.0790917071;41913.1593;-0.0845720792;41913.1593;-0.0953861978;41913.1593;-0.0971690134;41913.1593;-0.0928218942;41913.1593;-0.0851565888;41913.1593;-0.0813749512;41913.1593;-0.0856055206
41913.1596;-0.0769501228;41913.1596;-0.0928623756;41913.1596;-0.0792679063;41913.1596;-0.0847579123;41913.1596;-0.0955820889;41913.1596;-0.0973642621;41913.1596;-0.0930130676;41913.1596;-0.0853380837;41913.1596;-0.0815511023;41913.1596;-0.0857880848
41913.3353;-0.0769376837;41913.3353;-0.0928496555;41913.3353;-0.079255856;41913.3353;-0.0847460995;41913.3353;-0.095569909;41913.3353;-0.0973516074;41913.3353;-0.0930000795;41913.3353;-0.0853251094;41913.3353;-0.0815383188;41913.3353;-0.0857756582
41924.7596;-0.076907639;41924.7596;-0.09282887;41924.7596;-0.0792330935;41924.7596;-0.0847307479;41924.7596;-0.0955569779;41924.7596;-0.0973346887;41924.7596;-0.0929771525;41924.7596;-0.0852966712;41924.7596;-0.0815088957;41924.7596;-0.0857529086
42312.7221;-0.0771839275;42312.7221;-0.0930971333;42312.7221;-0.0794945249;42312.7221;-0.0849797575;42312.7221;-0.0958085847;42312.7221;-0.0975970657;42312.7221;-0.0932507327;42312.7221;-0.0855769485;42312.7221;-0.0817881603;42312.7221;-0.0860199627
42312.7223;-0.0773417936;42312.7223;-0.0932754991;42312.7223;-0.0796584949;42312.7223;-0.0851531959;42312.7223;-0.0959921704;42312.7223;-0.0977801984;42312.7223;-0.0934299387;42312.7223;-0.0857465476;42312.7223;-0.08195239;42312.7223;-0.0861904008
42312.8981;-0.077336639;42312.8981;-0.0932700804;42312.8981;-0.079653628;42312.8981;-0.0851484971;42312.8981;-0.095987169;42312.8981;-0.0977748152;42312.8981;-0.0934242994;42312.8981;-0.085740945;42312.8981;-0.0819469495;42312.8981;-0.0861852318
42324.3223;-0.0773369071;42324.3223;-0.0932756006;42324.3223;-0.0796598326;42324.3223;-0.0851601888;42324.3223;-0.0959993786;42324.3223;-0.0977831909;42324.3223;-0.0934276193;42324.3223;-0.0857406075;42324.3223;-0.0819465858;42324.3223;-0.0861902895
42709.895;-0.0775431069;42709.895;-0.0934758401;42709.895;-0.0798527714;42709.895;-0.0853422796;42709.895;-0.0961845422;42709.895;-0.0979783831;42709.895;-0.0936328867;42709.895;-0.0859513881;42709.895;-0.0821560621;42709.895;-0.0863888228
42709.8952;-0.0777090067;42709.8952;-0.0936617038;42709.8952;-0.0800246494;42709.8952;-0.0855234337;42709.8952;-0.0963755776;42709.8952;-0.0981689062;42709.8952;-0.093819567;42709.8952;-0.0861287064;42709.8952;-0.0823281538;42709.8952;-0.0865669806
42710.071;-0.0777158697;42710.071;-0.0936703749;42710.071;-0.0800321797;42710.071;-0.0855319317;42710.071;-0.096384929;42710.071;-0.0981779828;42710.071;-0.0938281372;42710.071;-0.0861364634;42710.071;-0.0823354989;42710.071;-0.0865750422
42721.4952;-0.0777041175;42721.4952;-0.0936618855;42721.4952;-0.0800257158;42721.4952;-0.0855301283;42721.4952;-0.0963827408;42721.4952;-0.0981717814;42721.4952;-0.0938173246;42721.4952;-0.0861229578;42721.4952;-0.0823224387;42721.4952;-0.0865668992
43105.4195;-0.0779131673;43105.4195;-0.093867206;43105.4195;-0.0802227783;43105.4195;-0.0857176473;43105.4195;-0.0965740548;43105.4195;-0.0983728583;43105.4195;-0.0940275664;43105.4195;-0.0863374725;43105.4195;-0.0825352416;43105.4195;-0.086769795
43105.4198;-0.0780772772;43105.4198;-0.0940510964;43105.4198;-0.0803927578;43105.4198;-0.0858967833;43105.4198;-0.0967630227;43105.4198;-0.0985613699;43105.4198;-0.0942122892;43105.4198;-0.0865129228;43105.4198;-0.0827055085;43105.4198;-0.0869460287
43105.5955;-0.078072226;43105.5955;-0.0940457553;43105.5955;-0.0803878618;43105.5955;-0.0858919576;43105.5955;-0.0967579458;43105.5955;-0.0985560193;43105.5955;-0.0942067924;43105.5955;-0.0865075087;43105.5955;-0.0827002301;43105.5955;-0.0869409022
43117.0198;-0.0780708856;43117.0198;-0.0940472356;43117.0198;-0.080390844;43117.0198;-0.0858987577;43117.0198;-0.0967645217;43117.0198;-0.0985593937;43117.0198;-0.0942063992;43117.0198;-0.0865048333;43117.0198;-0.0826978665;43117.0198;-0.0869425832
43499.8962;-0.0782571982;43499.8962;-0.0942300647;43499.8962;-0.0805665441;43499.8962;-0.0860659867;43499.8962;-0.0969349999;43499.8962;-0.0987384279;43499.8962;-0.0943935256;43499.8962;-0.0866958254;43499.8962;-0.0828874122;43499.8962;-0.087123369
43499.8965;-0.0784102134;43499.8965;-0.0944027926;43499.8965;-0.0807253794;43499.8965;-0.0862339177;43499.8965;-0.0971127343;43499.8965;-0.0989157589;43499.8965;-0.0945671348;43499.8965;-0.0868602068;43499.8965;-0.0830466104;43499.8965;-0.0872884444
43500.0722;-0.0784147782;43500.0722;-0.0944068528;43500.0722;-0.0807300623;43500.0722;-0.0862386074;43500.0722;-0.0971170626;43500.0722;-0.0989197643;43500.0722;-0.0945710067;43500.0722;-0.086864256;43500.0722;-0.0830508592;43500.0722;-0.0872928187
43511.4965;-0.0784541118;43511.4965;-0.0944530751;43511.4965;-0.0807723776;43511.4965;-0.0862844822;43511.4965;-0.097165855;43511.4965;-0.098968063;43511.4965;-0.0946169377;43511.4965;-0.0869066685;43511.4965;-0.0830918664;43511.4965;-0.087336639
43893.276;-0.0786030011;43893.276;-0.0945967213;43893.276;-0.0809128327;43893.276;-0.0864178808;43893.276;-0.0973004309;43893.276;-0.0991082941;43893.276;-0.0947632525;43893.276;-0.0870570198;43893.276;-0.083241953;43893.276;-0.0874800203
43893.2763;-0.0787535648;43893.2763;-0.0947667652;43893.2763;-0.0810691526;43893.2763;-0.0865831958;43893.2763;-0.0974754424;43893.2763;-0.0992829032;43893.2763;-0.0949341592;43893.2763;-0.0872187964;43893.2763;-0.0833986156;43893.2763;-0.087642503
43893.452;-0.0787580879;43893.452;-0.0947707669;43893.452;-0.0810737828;43893.452;-0.0865878246;43893.452;-0.097479707;43893.452;-0.0992868447;43893.452;-0.094937973;43893.452;-0.0872227978;43893.452;-0.0834028202;43893.452;-0.0876468243
43904.8763;-0.0787611753;43904.8763;-0.0947761098;43904.8763;-0.0810795367;43904.8763;-0.0865960111;43904.8763;-0.0974880803;43904.8763;-0.0992934444;43904.8763;-0.0949422454;43904.8763;-0.0872254247;43904.8763;-0.0834054733;43904.8763;-0.0876520242
44286.76;-0.0789162029;44286.76;-0.0949287937;44286.76;-0.0812264167;44286.76;-0.0867364875;44286.76;-0.0976313177;44286.76;-0.0994433029;44286.76;-0.0950982124;44286.76;-0.0873841922;44286.76;-0.083563062;44286.76;-0.0878029896
44286.7603;-0.079094043;44286.7603;-0.0951274763;44286.7603;-0.0814103292;44286.7603;-0.0869299752;44286.7603;-0.0978352316;44286.7603;-0.0996467987;44286.7603;-0.0952977672;44286.7603;-0.0875740733;44286.7603;-0.083747481;44286.7603;-0.0879935822
44286.9361;-0.079083366;44286.9361;-0.0951164222;44286.9361;-0.0813996999;44286.9361;-0.0869193185;44286.9361;-0.0978243161;44286.9361;-0.099635692;44286.9361;-0.0952866159;44286.9361;-0.0875630609;44286.9361;-0.083736598;44286.9361;-0.0879827421
44298.3603;-0.0791312453;44298.3603;-0.0951670374;44298.3603;-0.0814491889;44298.3603;-0.0869704638;44298.3603;-0.0978764019;44298.3603;-0.0996873122;44298.3603;-0.0953368908;44298.3603;-0.0876117479;44298.3603;-0.0837848524;44298.3603;-0.0880325374
44679.3617;-0.0792468813;44679.3617;-0.0952799326;44679.3617;-0.0815581449;44679.3617;-0.0870741064;44679.3617;-0.0979818967;44679.3617;-0.0997977775;44679.3617;-0.0954521652;44679.3617;-0.0877296267;44679.3617;-0.0839020838;44679.3617;-0.0881444941
45543.3617;-0.0806887245;45543.3617;-0.0967994377;45543.3617;-0.0830049394;45543.3617;-0.0885441501;45543.3617;-0.0995066439;45543.3617;-0.101335585;45543.3617;-0.0969761791;45543.3617;-0.0892189276;45543.3617;-0.0853708918;45543.3617;-0.0896279999
45544.3617;-0.0808574781;45544.3617;-0.096988387;45544.3617;-0.0831794222;45544.3617;-0.0887277739;45544.3617;-0.0997005702;45544.3617;-0.101529361;45544.3617;-0.0971661126;45544.3617;-0.0893993771;45544.3617;-0.0855460325;45544.3617;-0.089808994
45545.3617;-0.083043698;45545.3617;-0.0992884482;45545.3617;-0.0852618736;45545.3617;-0.0907419979;45545.3617;-0.101821408;45545.3617;-0.103819538;45545.3617;-0.0995778338;45545.3617;-0.0917880741;45545.3617;-0.0878607133;45545.3617;-0.0920009122
45546.3617;-0.0851619141;45546.3617;-0.101510734;45546.3617;-0.0873226047;45546.3617;-0.0927723903;45546.3617;-0.103938582;45546.3617;-0.106044939;45546.3617;-0.101869166;45546.3617;-0.0940493415;45546.3617;-0.0900681753;45546.3617;-0.0941419382
45547.3617;-0.0858917249;45547.3617;-0.10233949;45547.3617;-0.0881531846;45547.3617;-0.0937068615;45547.3617;-0.104889981;45547.3617;-0.106916805;45547.3617;-0.102664169;45547.3617;-0.0947874628;45547.3617;-0.0907967715;45547.3617;-0.09496039
45548.3617;-0.0636885115;45548.3617;-0.0796511855;45548.3617;-0.0678271801;45548.3617;-0.074936014;45548.3617;-0.0850979866;45548.3617;-0.0846569096;45548.3617;-0.0785271883;45548.3617;-0.0704371649;45548.3617;-0.0671774243;45548.3617;-0.0733710396
46412.3617;-0.065710372;46412.3617;-0.0817761712;46412.3617;-0.0698626185;46412.3617;-0.0770062609;46412.3617;-0.087236151;46412.3617;-0.0868090479;46412.3617;-0.0806580138;46412.3617;-0.0725200312;46412.3617;-0.0692339681;46412.3617;-0.0754496657
46520.3617;-0.06029238;46520.3617;-0.0742075457;46520.3617;-0.0642638691;46520.3617;-0.0708734083;46520.3617;-0.0797502893;46520.3617;-0.0788362979;46520.3617;-0.073444222;46520.3617;-0.0662276968;46520.3617;-0.0633197119;46520.3617;-0.0687709994
49140.1841;0.273456632;49140.1841;0.274993109;49140.1841;0.271647148;49140.1841;0.270311471;49140.1841;0.271502783;49140.1841;0.274475194;49140.1841;0.276645357;49140.1841;0.276655514;49140.1841;0.275623166;49140.1841;0.273504141
49354.6006;0.312458626;49354.6006;0.315888737;49354.6006;0.310817775;49354.6006;0.310040522;49354.6006;0.312472625;49354.6006;0.315797703;49354.6006;0.317706456;49354.6006;0.316862906;49354.6006;0.315306717;49354.6006;0.313519391
49560.6089;0.350131622;49560.6089;0.355337926;49560.6089;0.348649228;49560.6089;0.348410348;49560.6089;0.352015774;49560.6089;0.355643296;49560.6089;0.357289847;49560.6089;0.355647581;49560.6089;0.353605129;49560.6089;0.352151399
49835.7035;0.399241426;49835.7035;0.406499311;49835.7035;0.397953925;49835.7035;0.398337004;49835.7035;0.403309553;49835.7035;0.407280187;49835.7035;0.4085549;49835.7035;0.405981528;49835.7035;0.403409138;49835.7035;0.402379041
50298.8447;0.449892438;50298.8447;0.459290832;50298.8447;0.448880538;50298.8447;0.449921958;50298.8447;0.456227378;50298.8447;0.460569632;50298.8447;0.461423125;50298.8447;0.457892866;50298.8447;0.454791835;50298.8447;0.454216217
54221.0694;0.390867695;54221.0694;0.397244775;54221.0694;0.389384739;54221.0694;0.389313657;54221.0694;0.393621876;54221.0694;0.397685416;54221.0694;0.399209579;54221.0694;0.397111033;54221.0694;0.394782792;54221.0694;0.393504685
57212.3617;0.0531661362;57212.3617;0.0438412131;57212.3617;0.0494188817;57212.3617;0.0439292802;57212.3617;0.0380295663;57212.3617;0.0400779171;57212.3617;0.0449555279;57212.3617;0.0501930585;57212.3617;0.051843602;57212.3617;0.0471090859
57320.3617;0.0439732585;57320.3617;0.0340258056;57320.3617;0.0401472776;57320.3617;0.0344503673;57320.3617;0.0281382091;57320.3617;0.0301170456;57320.3617;0.0351986537;57320.3617;0.0407298517;57320.3617;0.0425038154;57320.3617;0.0375500946
58400.3617;0.00168673867;58400.3617;-0.0100122949;58400.3617;-0.00239105221;58400.3617;-0.00869055583;58400.3617;-0.0161375766;58400.3617;-0.0143866663;58400.3617;-0.00893781102;58400.3617;-0.00258875727;58400.3617;-0.000369508804;58400.3617;-0.00570572125
63800.3617;-0.0308312486;63800.3617;-0.0438514145;63800.3617;-0.0350988852;63800.3617;-0.0418525052;63800.3617;-0.0501548491;63800.3617;-0.0485765951;63800.3617;-0.0428516869;63800.3617;-0.0358859926;63800.3617;-0.03333063;63800.3617;-0.038954654
68012.3617;-0.0357878877;68012.3617;-0.0490012654;68012.3617;-0.0400826607;68012.3617;-0.0469021006;68012.3617;-0.0553297633;68012.3617;-0.0537776077;68012.3617;-0.0480128739;68012.3617;-0.0409571253;68012.3617;-0.0383524416;68012.3617;-0.0440179028
68013.3617;-0.0448487295;68013.3617;-0.0592361941;68013.3617;-0.0499324024;68013.3617;-0.0576956918;68013.3617;-0.066606694;68013.3617;-0.0644630072;68013.3617;-0.0579397906;68013.3617;-0.050186257;68013.3617;-0.0474216918;68013.3617;-0.0539973327
