# CSV file produced by Simufact
# Date of creation: 17.10.2021 13:29:32
#
# 1 (TIME - s);1 (X displacement - mm);# 10 (TIME - s);10 (X displacement - mm);# 2 (TIME - s);2 (X displacement - mm);# 3 (TIME - s);3 (X displacement - mm);# 4 (TIME - s);4 (X displacement - mm);# 5 (TIME - s);5 (X displacement - mm);# 6 (TIME - s);6 (X displacement - mm);# 7 (TIME - s);7 (X displacement - mm);# 8 (TIME - s);8 (X displacement - mm);# 9 (TIME - s);9 (X displacement - mm)
33408.5119;-0.000383159289;33408.5119;-0.000234396252;33408.5119;0.000230896877;33408.5119;0.00109886467;33408.5119;0.000626990951;33408.5119;-0.000443004457;33408.5119;-0.00218311857;33408.5119;-0.00270373916;33408.5119;-0.00167855038;33408.5119;-0.0018821905
34011.1107;-0.000440105502;34011.1107;-0.000263854308;34011.1107;0.000264631507;34011.1107;0.00121048142;34011.1107;0.000681502194;34011.1107;-0.00050831138;34011.1107;-0.00238920238;34011.1107;-0.00294542234;34011.1107;-0.00186534367;34011.1107;-0.00205839762
34011.1109;-0.000426008821;34011.1109;-0.000254481092;34011.1109;0.00026446733;34011.1109;0.00119815938;34011.1109;0.000680102006;34011.1109;-0.000493202543;34011.1109;-0.00235529456;34011.1109;-0.00290278312;34011.1109;-0.00183114731;34011.1109;-0.00202604769
34011.2867;-0.000413033556;34011.2867;-0.000245599025;34011.2867;0.000262757962;34011.2867;0.00118363808;34011.2867;0.00067558516;34011.2867;-0.000478028898;34011.2867;-0.00231860427;34011.2867;-0.00285991627;34011.2867;-0.00179749963;34011.2867;-0.00199362678
34022.7109;-0.000410882408;34022.7109;-0.000246821106;34022.7109;0.000254258578;34022.7109;0.00116282644;34022.7109;0.000656774726;34022.7109;-0.000475127362;34022.7109;-0.00228572639;34022.7109;-0.00282881802;34022.7109;-0.0017782094;34022.7109;-0.0019729469
34604.3651;-0.000466562676;34604.3651;-0.000275713692;34604.3651;0.000287308379;34604.3651;0.00127184572;34604.3651;0.000709741188;34604.3651;-0.000539257112;34604.3651;-0.00248658437;34604.3651;-0.00306441224;34604.3651;-0.00196060521;34604.3651;-0.00214483829
34604.3654;-0.00044470863;34604.3654;-0.000257381078;34604.3654;0.000299451611;34604.3654;0.00127618643;34604.3654;0.000721280976;34604.3654;-0.000517234082;34604.3654;-0.00245201508;34604.3654;-0.00302392443;34604.3654;-0.00192509595;34604.3654;-0.0021111941
34604.5411;-0.000440686346;34604.5411;-0.000256442786;34604.5411;0.000293164475;34604.5411;0.00126047989;34604.5411;0.000712267816;34604.5411;-0.000511974675;34604.5411;-0.00243093232;34604.5411;-0.00299854632;34604.5411;-0.00190665177;34604.5411;-0.00209336496
34615.9654;-0.000466591872;34615.9654;-0.000288186014;34615.9654;0.000245148545;34615.9654;0.00119043929;34615.9654;0.000653869927;34615.9654;-0.000533755674;34615.9654;-0.00240797158;34615.9654;-0.00297128506;34615.9654;-0.00189893098;34615.9654;-0.00208475233
35170.2592;-0.000482011852;35170.2592;-0.000278123308;35170.2592;0.000317875937;35170.2592;0.00133787922;35170.2592;0.000744240109;35170.2592;-0.000560274716;35170.2592;-0.00256904444;35170.2592;-0.00316625177;35170.2592;-0.00204074864;35170.2592;-0.00221652471
35170.2594;-0.000473647354;35170.2594;-0.00027188365;35170.2594;0.000320895695;35170.2594;0.0013372412;35170.2594;0.000747668539;35170.2594;-0.000551956605;35170.2594;-0.00255441652;35170.2594;-0.00314838253;35170.2594;-0.00202480129;35170.2594;-0.00220223995
35170.4352;-0.000462522814;35170.4352;-0.000263498336;35170.4352;0.00032265836;35170.4352;0.00133052396;35170.4352;0.000747104489;35170.4352;-0.000539429674;35170.4352;-0.00252749436;35170.4352;-0.00311771776;35170.4352;-0.0020004886;35170.4352;-0.00217846918
35181.8594;-0.000471881589;35181.8594;-0.00028069641;35181.8594;0.000283965338;35181.8594;0.0012628959;35181.8594;0.000696548139;35181.8594;-0.000543724762;35181.8594;-0.00247758896;35181.8594;-0.00305915366;35181.8594;-0.0019665475;35181.8594;-0.00214368545
35709.4547;-0.000513839129;35709.4547;-0.000298367564;35709.4547;0.000325796379;35709.4547;0.00137568475;35709.4547;0.000755263416;35709.4547;-0.000595752367;35709.4547;-0.00265683078;35709.4547;-0.00327088951;35709.4547;-0.00212825078;35709.4547;-0.00229567441
35709.455;-0.000476564426;35709.455;-0.000261994577;35709.455;0.000363046039;35709.455;0.00141398342;35709.455;0.00079352165;35709.455;-0.00056010125;35709.455;-0.00262264211;35709.455;-0.00323577848;35709.455;-0.00209112598;35709.455;-0.00226013435
35709.6307;-0.000477274105;35709.6307;-0.000264951464;35709.6307;0.000354512979;35709.6307;0.00139820958;35709.6307;0.00078290403;35709.6307;-0.000559242597;35709.6307;-0.00260935499;35709.6307;-0.00321967533;35709.6307;-0.0020807272;35709.6307;-0.00224996274
35721.055;-0.000473484674;35721.055;-0.000271103325;35721.055;0.000321358287;35721.055;0.00132915673;35721.055;0.000736563404;35721.055;-0.000548506291;35721.055;-0.00253364688;35721.055;-0.00313194051;35721.055;-0.00202305041;35721.055;-0.00219162469
36216.0935;-0.000529955632;36216.0935;-0.000304617614;36216.0935;0.000345374474;36216.0935;0.00142083228;36216.0935;0.000775740838;36216.0935;-0.000615408043;36216.0935;-0.00272142227;36216.0935;-0.00335088291;36216.0935;-0.00219447885;36216.0935;-0.00235354576
36216.0938;-0.000495029077;36216.0938;-0.000268970958;36216.0938;0.000384102856;36216.0938;0.00146440503;36216.0938;0.00081717606;36216.0938;-0.000582073793;36216.0938;-0.00269600484;36216.0938;-0.00332613196;36216.0938;-0.00216495141;36216.0938;-0.00232534185
36216.2696;-0.000502008357;36216.2696;-0.000277945471;36216.2696;0.000370504815;36216.2696;0.00144463742;36216.2696;0.000801568661;36216.2696;-0.000587833911;36216.2696;-0.00269093082;36216.2696;-0.00331883708;36216.2696;-0.00216253713;36216.2696;-0.00232312417
36227.6938;-0.000491641836;36227.6938;-0.000279253872;36227.6938;0.000339064856;36227.6938;0.00137264659;36227.6938;0.000755342706;36227.6938;-0.000569647783;36227.6938;-0.00260054524;36227.6938;-0.00321481054;36227.6938;-0.00209182618;36227.6938;-0.00225202662
36699.1406;-0.000576568016;36699.1406;-0.000341652636;36699.1406;0.000332091513;36699.1406;0.00143042142;36699.1406;0.000762330189;36699.1406;-0.000663599182;36699.1406;-0.00280947125;36699.1406;-0.00345454954;36699.1406;-0.00228755805;36699.1406;-0.00243739981
36699.1408;-0.000541472588;36699.1408;-0.000304729738;36699.1408;0.000374472089;36699.1408;0.00148109424;36699.1408;0.000808795223;36699.1408;-0.000631010865;36699.1408;-0.00279106254;36699.1408;-0.00343759024;36699.1408;-0.00226285207;36699.1408;-0.00241411881
36699.3166;-0.000560044022;36699.3166;-0.00032479501;36699.3166;0.000350882137;36699.3166;0.00145273185;36699.3166;0.000783515979;36699.3166;-0.000648410309;36699.3166;-0.00279989805;36699.3166;-0.00344505142;36699.3166;-0.00227425084;36699.3166;-0.00242553328
36710.7408;-0.000517605137;36710.7408;-0.000294962532;36710.7408;0.000349147694;36710.7408;0.0014077134;36710.7408;0.000765391441;36710.7408;-0.000597259015;36710.7408;-0.00267183526;36710.7408;-0.00330335932;36710.7408;-0.00216833433;36710.7408;-0.00231885896
37172.1749;-0.000595821038;37172.1749;-0.000353270631;37172.1749;0.000340632122;37172.1749;0.00145668421;37172.1749;0.000768550437;37172.1749;-0.000683970392;37172.1749;-0.00286032997;37172.1749;-0.00351942302;37172.1749;-0.00234554633;37172.1749;-0.00248661519
37172.1752;-0.000573374484;37172.1752;-0.000327878406;37172.1752;0.000373844214;37172.1752;0.00150136801;37172.1752;0.000807089874;37172.1752;-0.00066459588;37172.1752;-0.00286094154;37172.1752;-0.00352232268;37172.1752;-0.00233833599;37172.1752;-0.00248060809
37172.3509;-0.000560789805;37172.3509;-0.000316858262;37172.3509;0.000381755919;37172.3509;0.00150492017;37172.3509;0.000813223235;37172.3509;-0.000651456021;37172.3509;-0.00283995771;37172.3509;-0.00350003303;37172.3509;-0.00231925811;37172.3509;-0.00246181817
37183.7752;-0.00055381092;37183.7752;-0.000321554529;37183.7752;0.000346021545;37183.7752;0.0014266862;37183.7752;0.000761151265;37183.7752;-0.000633766747;37183.7752;-0.00274624675;37183.7752;-0.00339480621;37183.7752;-0.00225056585;37183.7752;-0.00239113157
37635.3068;-0.000596492904;37635.3068;-0.000347603557;37635.3068;0.000363013767;37635.3068;0.00149247571;37635.3068;0.000787176758;37635.3068;-0.00068436898;37635.3068;-0.00288316806;37635.3068;-0.00355541915;37635.3068;-0.00237812084;37635.3068;-0.00251056618
37635.307;-0.000582787839;37635.307;-0.000330396329;37635.307;0.000389160198;37635.307;0.00153180323;37635.307;0.000819576415;37635.307;-0.000674317468;37635.307;-0.00289650516;37635.307;-0.00357095462;37635.307;-0.00238204946;37635.307;-0.00251578128
37635.4828;-0.000582442261;37635.4828;-0.000331045537;37635.4828;0.000386589257;37635.4828;0.001526376;37635.4828;0.00081566469;37635.4828;-0.000673470796;37635.4828;-0.00289035423;37635.4828;-0.00356423807;37635.4828;-0.00237761022;37635.4828;-0.00251137688
37646.907;-0.000574333808;37646.907;-0.000334622679;37646.907;0.000353918379;37646.907;0.00145271077;37646.907;0.000765946916;37646.907;-0.00065582;37646.907;-0.00279911602;37646.907;-0.00346274742;37646.907;-0.00231102032;37646.907;-0.00244290563
38090.6197;-0.000630722891;38090.6197;-0.000376368673;38090.6197;0.000349552309;38090.6197;0.00149045633;38090.6197;0.000768977939;38090.6197;-0.000718472475;38090.6197;-0.00293582065;38090.6197;-0.00362060921;38090.6197;-0.00244112319;38090.6197;-0.00256532435
38090.6199;-0.000595339487;38090.6199;-0.000336884881;38090.6199;0.00039898721;38090.6199;0.00155439634;38090.6199;0.000825256243;38090.6199;-0.000686739729;38090.6199;-0.00293011163;38090.6199;-0.00361745578;38090.6199;-0.00242557559;38090.6199;-0.00255075189
38090.7957;-0.000607743158;38090.7957;-0.000350056841;38090.7957;0.000384294119;38090.7957;0.00153752449;38090.7957;0.000809545628;38090.7957;-0.000698717633;38090.7957;-0.00293793184;38090.7957;-0.00362492035;38090.7957;-0.00243475204;38090.7957;-0.00256000457
38102.2199;-0.000593899829;38102.2199;-0.000347052335;38102.2199;0.00036040088;38102.2199;0.00147540748;38102.2199;0.000769257012;38102.2199;-0.00067550091;38102.2199;-0.00284570256;38102.2199;-0.00352413221;38102.2199;-0.0023668019;38102.2199;-0.00248998652
38539.762;-0.000613868615;38539.762;-0.000354571012;38539.762;0.00038455294;38539.762;0.00153490736;38539.762;0.000799185789;38539.762;-0.000700388816;38539.762;-0.00293256427;38539.762;-0.00362938609;38539.762;-0.0024491936;38539.762;-0.00256545931
38539.7622;-0.000600506975;38539.7622;-0.000336981164;38539.7622;0.000412260679;38539.7622;0.00157722701;38539.7622;0.000833734564;38539.7622;-0.000690745714;38539.7622;-0.00294933437;38539.7622;-0.00364859316;38539.7622;-0.00245606723;38539.7622;-0.00257311444
38539.938;-0.000621746272;38539.938;-0.000358577346;38539.938;0.000389997096;38539.938;0.00155394638;38539.938;0.000810906483;38539.938;-0.000711650302;38539.938;-0.00296824935;38539.938;-0.00366756751;38539.938;-0.00247586875;38539.938;-0.00259291473
38551.3622;-0.000605250009;38551.3622;-0.000351871355;38551.3622;0.00037352564;38551.3622;0.00150375346;38551.3622;0.000779184473;38551.3622;-0.000687182344;38551.3622;-0.00288255857;38551.3622;-0.00357502224;38551.3622;-0.00241225047;38551.3622;-0.002527408
38982.5681;-0.000629525884;38982.5681;-0.000365315065;38982.5681;0.000386871936;38982.5681;0.00154684808;38982.5681;0.000797019486;38982.5681;-0.000714970626;38982.5681;-0.00296216657;38982.5681;-0.00367082825;38982.5681;-0.00248954635;38982.5681;-0.00259818947
38982.5684;-0.00061669631;38982.5684;-0.000348315679;38982.5684;0.0004136968;38982.5684;0.00158771269;38982.5684;0.000830363669;38982.5684;-0.000705594011;38982.5684;-0.00297830078;38982.5684;-0.00368933228;38982.5684;-0.00249640566;38982.5684;-0.00260556901
38982.7441;-0.000616885024;38982.7441;-0.000348760463;38982.7441;0.000412654765;38982.7441;0.00158588346;38982.7441;0.000828974276;38982.7441;-0.00070545938;38982.7441;-0.00297660628;38982.7441;-0.0036876743;38982.7441;-0.00249538167;38982.7441;-0.00260456884
38994.1684;-0.000610203788;38994.1684;-0.000350601783;38994.1684;0.000390849258;38994.1684;0.00153500988;38994.1684;0.000793822366;38994.1684;-0.000691906066;38994.1684;-0.00291009153;38994.1684;-0.00361558905;38994.1684;-0.00244808635;38994.1684;-0.00255575573
39418.0149;-0.000634326283;39418.0149;-0.000365507338;39418.0149;0.000398755762;39418.0149;0.00156776349;39418.0149;0.000804854902;39418.0149;-0.000718704251;39418.0149;-0.00297992132;39418.0149;-0.00369966552;39418.0149;-0.00251725632;39418.0149;-0.00261888401
39418.0152;-0.000621539054;39418.0152;-0.000348667536;39418.0152;0.0004251419;39418.0152;0.00160742264;39418.0152;0.000837079442;39418.0152;-0.000709159489;39418.0152;-0.00299447773;39418.0152;-0.00371667061;39418.0152;-0.00252355969;39418.0152;-0.00262532259
39418.1909;-0.000612724372;39418.1909;-0.000340083472;39418.1909;0.000433537363;39418.1909;0.00161546338;39418.1909;0.000845167124;39418.1909;-0.000700565701;39418.1909;-0.0029850787;39418.1909;-0.00370718345;39418.1909;-0.00251421417;39418.1909;-0.00261611009
39429.6152;-0.000629544294;39429.6152;-0.000363631858;39429.6152;0.000393588443;39429.6152;0.00155200152;39429.6152;0.00079470749;39429.6152;-0.000710881845;39429.6152;-0.00295245537;39429.6152;-0.00367066567;39429.6152;-0.00249796005;39429.6152;-0.00259850949
39846.9418;-0.000635892853;39846.9418;-0.000362491445;39846.9418;0.000414198125;39846.9418;0.00159295606;39846.9418;0.000816810133;39846.9418;-0.000719939711;39846.9418;-0.00299664747;39846.9418;-0.0037270252;39846.9418;-0.00254234095;39846.9418;-0.00263749935
39846.942;-0.000625038898;39846.942;-0.000347710917;39846.942;0.000438019072;39846.942;0.00162906335;39846.942;0.000845801853;39846.942;-0.000711739813;39846.942;-0.00301072466;39846.942;-0.00374377475;39846.942;-0.0025495916;39846.942;-0.00264445072
39847.1178;-0.000615215383;39847.1178;-0.000337926465;39847.1178;0.00044782824;39847.1178;0.00163895562;39847.1178;0.000855635409;39847.1178;-0.000702067411;39847.1178;-0.00300113495;39847.1178;-0.00373416967;39847.1178;-0.00253979011;39847.1178;-0.00263477641
39858.542;-0.000611503555;39858.542;-0.000339667989;39858.542;0.000433008819;39858.542;0.00160531957;39858.542;0.000832163537;39858.542;-0.000693495498;39858.542;-0.00295806358;39858.542;-0.00368797871;39858.542;-0.00250968534;39858.542;-0.00260366861
40270.3782;-0.000629148023;40270.3782;-0.000350962513;40270.3782;0.000438053389;40270.3782;0.00162712855;40270.3782;0.000838098343;40270.3782;-0.000712751337;40270.3782;-0.00300603372;40270.3782;-0.00374676946;40270.3782;-0.00255917691;40270.3782;-0.00264818243
40270.3784;-0.000615556863;40270.3784;-0.000333670557;40270.3784;0.000463958924;40270.3784;0.00166436514;40270.3784;0.000868393479;40270.3784;-0.000701594528;40270.3784;-0.00301538324;40270.3784;-0.00375886224;40270.3784;-0.00256275428;40270.3784;-0.00265117602
40270.5542;-0.000622563418;40270.5542;-0.000340664891;40270.5542;0.000456945567;40270.5542;0.00165748061;40270.5542;0.000861586986;40270.5542;-0.000708528062;40270.5542;-0.00302251657;40270.5542;-0.00376601668;40270.5542;-0.00256973424;40270.5542;-0.00265827155
40281.9784;-0.000612749631;40281.9784;-0.000334992489;40281.9784;0.000453008993;40281.9784;0.00163963376;40281.9784;0.000851102103;40281.9784;-0.0006954372;40281.9784;-0.00298387932;40281.9784;-0.00372503259;40281.9784;-0.00254045464;40281.9784;-0.00262838282
40688.4712;-0.000631344383;40688.4712;-0.000348195297;40688.4712;0.000453517318;40688.4712;0.00165391553;40688.4712;0.000851896064;40688.4712;-0.000715034913;40688.4712;-0.00302684933;40688.4712;-0.00377750466;40688.4712;-0.00258577424;40688.4712;-0.00266910642
40688.4714;-0.000618238317;40688.4714;-0.000331872662;40688.4714;0.000477242156;40688.4714;0.00168713668;40688.4714;0.000879054362;40688.4714;-0.000703796175;40688.4714;-0.00303272519;40688.4714;-0.00378598576;40688.4714;-0.00258741365;40688.4714;-0.00266994124
40688.6472;-0.000618663209;40688.6472;-0.000332256887;40688.6472;0.000477018005;40688.6472;0.00168723474;40688.6472;0.000879056553;40688.6472;-0.000704386556;40688.6472;-0.00303388502;40688.6472;-0.00378709783;40688.6472;-0.00258814274;40688.6472;-0.00267081278
40700.0714;-0.00061566938;40700.0714;-0.000332187973;40700.0714;0.000470134464;40700.0714;0.0016705117;40700.0714;0.000867718061;40700.0714;-0.000698913773;40700.0714;-0.00301033914;40700.0714;-0.00376191302;40700.0714;-0.00257117354;40700.0714;-0.00265350632
41101.7661;-0.000633247538;41101.7661;-0.000345260239;41101.7661;0.000468704061;41101.7661;0.00168037902;41101.7661;0.000865997527;41101.7661;-0.000717169993;41101.7661;-0.00304763569;41101.7661;-0.00380757045;41101.7661;-0.00261132012;41101.7661;-0.00268946048
41101.7664;-0.000620280613;41101.7664;-0.000329333436;41101.7664;0.000491383894;41101.7664;0.00171142894;41101.7664;0.000891372089;41101.7664;-0.000705658091;41101.7664;-0.00305109166;41101.7664;-0.00381372;41101.7664;-0.00261177559;41101.7664;-0.00268884452
41101.9422;-0.000620733916;41101.9422;-0.000329716117;41101.9422;0.000491171482;41101.9422;0.00171159231;41101.9422;0.000891473203;41101.9422;-0.000706218566;41101.9422;-0.00305237142;41101.9422;-0.00381495226;41101.9422;-0.00261258134;41101.9422;-0.00268979636
