# CSV file produced by Simufact
# Date of creation: 05.10.2021 14:39:11
#
# 1 (TIME - s);1 (Temperature - ¢XC);# 2 (TIME - s);2 (Temperature - ¢XC);# 3 (TIME - s);3 (Temperature - ¢XC);# 4 (TIME - s);4 (Temperature - ¢XC);# 5 (TIME - s);5 (Temperature - ¢XC);# 6 (TIME - s);6 (Temperature - ¢XC);# 7 (TIME - s);7 (Temperature - ¢XC);# 8 (TIME - s);8 (Temperature - ¢XC);# 9 (TIME - s);9 (Temperature - ¢XC)
35685.7796;206.439946;35685.7796;206.506553;35685.7796;206.59754;35685.7796;206.627305;35685.7796;206.547675;35685.7796;206.491968;35685.7796;206.463466;35685.7796;206.541629;35685.7796;206.580222
36004.5621;206.492044;36004.5621;206.565813;36004.5621;206.670987;36004.5621;206.707088;36004.5621;206.617155;36004.5621;206.553647;36004.5621;206.52005;36004.5621;206.607703;36004.5621;206.649759
36004.5622;206.492044;36004.5622;206.565812;36004.5622;206.670986;36004.5622;206.707088;36004.5622;206.617154;36004.5622;206.553646;36004.5622;206.520049;36004.5622;206.607702;36004.5622;206.649758
36004.7379;206.487792;36004.7379;206.561423;36004.7379;206.666339;36004.7379;206.702329;36004.7379;206.61259;36004.7379;206.549226;36004.7379;206.51572;36004.7379;206.603193;36004.7379;206.645179
36016.1622;206.190011;36016.1622;206.254523;36016.1622;206.343076;36016.1622;206.372207;36016.1622;206.294918;36016.1622;206.240788;36016.1622;206.212984;36016.1622;206.288794;36016.1622;206.326103
36333.0136;206.377432;36333.0136;206.45178;36333.0136;206.558683;36333.0136;206.59572;36333.0136;206.504671;36333.0136;206.440286;36333.0136;206.40603;36333.0136;206.494602;36333.0136;206.53687
36333.0136;206.377432;36333.0136;206.45178;36333.0136;206.558683;36333.0136;206.59572;36333.0136;206.504671;36333.0136;206.440285;36333.0136;206.40603;36333.0136;206.494602;36333.0136;206.53687
36333.1894;206.373455;36333.1894;206.447673;36333.1894;206.554331;36333.1894;206.591261;36333.1894;206.500397;36333.1894;206.436149;36333.1894;206.401979;36333.1894;206.490381;36333.1894;206.532583
36344.6136;206.093917;36344.6136;206.15939;36344.6136;206.250186;36344.6136;206.280411;36344.6136;206.20159;36344.6136;206.146272;36344.6136;206.117634;36344.6136;206.194802;36344.6136;206.232532
36659.5956;206.301165;36659.5956;206.375912;36659.5956;206.484414;36659.5956;206.522389;36659.5956;206.430411;36659.5956;206.365253;36659.5956;206.330353;36659.5956;206.419657;36659.5956;206.462007
36659.5956;206.301164;36659.5956;206.375912;36659.5956;206.484413;36659.5956;206.522388;36659.5956;206.430411;36659.5956;206.365253;36659.5956;206.330352;36659.5956;206.419657;36659.5956;206.462006
36659.7714;206.297435;36659.7714;206.372059;36659.7714;206.480329;36659.7714;206.518204;36659.7714;206.426401;36659.7714;206.361372;36659.7714;206.326553;36659.7714;206.415697;36659.7714;206.457984
36671.1956;206.03472;36671.1956;206.101006;36671.1956;206.19405;36671.1956;206.225453;36671.1956;206.145198;36671.1956;206.08873;36671.1956;206.059223;36671.1956;206.137627;36671.1956;206.175656
36984.879;206.233543;36984.879;206.30861;36984.879;206.418308;36984.879;206.456975;36984.879;206.364279;36984.879;206.298535;36984.879;206.263162;36984.879;206.353034;36984.879;206.395464
36984.8791;206.233543;36984.8791;206.308609;36984.8791;206.418307;36984.8791;206.456974;36984.8791;206.364279;36984.8791;206.298535;36984.8791;206.263162;36984.8791;206.353033;36984.8791;206.395464
36985.0548;206.230006;36985.0548;206.304956;36985.0548;206.414434;36985.0548;206.453004;36985.0548;206.360475;36985.0548;206.294855;36985.0548;206.259558;36985.0548;206.349277;36985.0548;206.391649
36996.4791;205.980505;36996.4791;206.047468;36996.4791;206.142277;36996.4791;206.174586;36996.4791;206.093171;36996.4791;206.035788;36996.4791;206.00561;36996.4791;206.085018;36996.4791;206.123316
37309.9259;206.143614;37309.9259;206.218463;37309.9259;206.328419;37309.9259;206.367389;37309.9259;206.274704;37309.9259;206.208909;37309.9259;206.173386;37309.9259;206.263144;37309.9259;206.305375
37309.9259;206.143614;37309.9259;206.218463;37309.9259;206.328419;37309.9259;206.367389;37309.9259;206.274703;37309.9259;206.208909;37309.9259;206.173386;37309.9259;206.263144;37309.9259;206.305375
37310.1017;206.140249;37310.1017;206.214987;37310.1017;206.324733;37310.1017;206.363612;37310.1017;206.271084;37310.1017;206.205407;37310.1017;206.169957;37310.1017;206.25957;37310.1017;206.301745
37321.5259;205.90271;37321.5259;205.969816;37321.5259;206.06549;37321.5259;206.098342;37321.5259;206.016473;37321.5259;205.958692;37321.5259;205.928153;37321.5259;206.007897;37321.5259;206.046181
37635.0165;206.062431;37635.0165;206.137023;37635.0165;206.24719;37635.0165;206.286452;37635.0165;206.193823;37635.0165;206.128007;37635.0165;206.092346;37635.0165;206.181946;37635.0165;206.22395
37635.0165;206.062431;37635.0165;206.137022;37635.0165;206.24719;37635.0165;206.286452;37635.0165;206.193823;37635.0165;206.128007;37635.0165;206.092346;37635.0165;206.181946;37635.0165;206.22395
37635.1923;206.059232;37635.1923;206.133718;37635.1923;206.243687;37635.1923;206.282863;37635.1923;206.190383;37635.1923;206.124678;37635.1923;206.089087;37635.1923;206.178549;37635.1923;206.2205
37646.6165;205.833261;37646.6165;205.90047;37646.6165;205.996978;37646.6165;206.030375;37646.6165;205.948087;37646.6165;205.889932;37646.6165;205.859037;37646.6165;205.939077;37646.6165;205.977319
37958.7879;205.981873;37958.7879;206.056584;37958.7879;206.167576;37958.7879;206.207367;37958.7879;206.114306;37958.7879;206.048115;37958.7879;206.012109;37958.7879;206.102015;37958.7879;206.143999
37958.788;205.981873;37958.788;206.056584;37958.788;206.167575;37958.788;206.207367;37958.788;206.114306;37958.788;206.048115;37958.788;206.012108;37958.788;206.102015;37958.788;206.143998
37958.9637;205.978849;37958.9637;206.05346;37958.9637;206.164262;37958.9637;206.203971;37958.9637;206.111053;37958.9637;206.044968;37958.9637;206.009027;37958.9637;206.098803;37958.9637;206.140735
37970.388;205.765013;37970.388;205.832683;37970.388;205.930594;37970.388;205.964753;37970.388;205.881587;37970.388;205.822725;37970.388;205.791284;37970.388;205.872057;37970.388;205.910456
38278.116;205.955935;38278.116;206.031857;38278.116;206.145489;38278.116;206.186532;38278.116;206.091591;38278.116;206.023976;38278.116;205.987013;38278.116;206.07859;38278.116;206.121139
38278.116;205.955935;38278.116;206.031857;38278.116;206.145488;38278.116;206.186532;38278.116;206.091591;38278.116;206.023975;38278.116;205.987013;38278.116;206.078589;38278.116;206.121139
38278.2917;205.95312;38278.2917;206.028948;38278.2917;206.1424;38278.2917;206.183365;38278.2917;206.088559;38278.2917;206.021044;38278.2917;205.984143;38278.2917;206.075597;38278.2917;206.118098
38289.716;205.753417;38289.716;205.822648;38289.716;205.923778;38289.716;205.959417;38289.716;205.873918;38289.716;205.813298;38289.716;205.780701;38289.716;205.86358;38289.716;205.90273
38584.6228;206.191069;38584.6228;206.27386;38584.6228;206.399779;38584.6228;206.445986;38584.6228;206.341582;38584.6228;206.26701;38584.6228;206.225807;38584.6228;206.326174;38584.6228;206.372294
38584.6228;206.191069;38584.6228;206.273859;38584.6228;206.399779;38584.6228;206.445986;38584.6228;206.341581;38584.6228;206.26701;38584.6228;206.225807;38584.6228;206.326173;38584.6228;206.372294
38584.7986;206.188626;38584.7986;206.271329;38584.7986;206.397082;38584.7986;206.443215;38584.7986;206.338936;38584.7986;206.264457;38584.7986;206.223313;38584.7986;206.323565;38584.7986;206.369641
38596.2228;206.013087;38596.2228;206.089616;38596.2228;206.203675;38596.2228;206.244706;38596.2228;206.149216;38596.2228;206.08126;38596.2228;206.044211;38596.2228;206.136396;38596.2228;206.179355
38866.5828;206.503149;38866.5828;206.594863;38866.5828;206.736825;38866.5828;206.789796;38866.5828;206.673063;38866.5828;206.589422;38866.5828;206.542675;38866.5828;206.654482;38866.5828;206.70523
38866.5829;206.503149;38866.5829;206.594863;38866.5829;206.736825;38866.5829;206.789796;38866.5829;206.673063;38866.5829;206.589422;38866.5829;206.542675;38866.5829;206.654482;38866.5829;206.705229
38866.6792;206.502078;38866.6792;206.59375;38866.6792;206.735629;38866.6792;206.788563;38866.6792;206.671892;38866.6792;206.588297;38866.6792;206.541579;38866.6792;206.65333;38866.6792;206.704056
38872.939;206.427558;38872.939;206.51629;38872.939;206.652422;38872.939;206.702795;38872.939;206.590404;38872.939;206.509992;38872.939;206.465296;38872.939;206.573158;38872.939;206.622418
39078.3634;206.47329;39078.3634;206.578;39078.3634;206.749185;39078.3634;206.816226;39078.3634;206.678862;39078.3634;206.579549;39078.3634;206.522191;39078.3634;206.652173;39078.3634;206.708878
39942.3634;169.820392;39942.3634;169.854475;39942.3634;169.903868;39942.3634;169.921034;39942.3634;169.879194;39942.3634;169.849507;39942.3634;169.833692;39942.3634;169.874464;39942.3634;169.89365
48582.3634;64.4911811;48582.3634;64.4975763;48582.3634;64.5062583;48582.3634;64.5090365;48582.3634;64.5014446;48582.3634;64.4961133;48582.3634;64.4934285;48582.3634;64.5009519;48582.3634;64.5046028
91782.3634;23.5600243;91782.3634;23.5605418;91782.3634;23.5612384;91782.3634;23.5614588;91782.3634;23.5608469;91782.3634;23.5604178;91782.3634;23.5602036;91782.3634;23.5608111;91782.3634;23.561107
91783.3634;23.5323969;91783.3634;23.534636;91783.3634;23.5379312;91783.3634;23.5387208;91783.3634;23.5377239;91783.3634;23.5366757;91783.3634;23.5351338;91783.3634;23.5369345;91783.3634;23.5372199
91784.3634;23.5118506;91784.3634;23.5154603;91784.3634;23.5216356;91784.3634;23.5232859;91784.3634;23.5217121;91784.3634;23.5198132;91784.3634;23.5168207;91784.3634;23.5198895;91784.3634;23.5201435
91785.3634;23.493326;91785.3634;23.4978131;91785.3634;23.5064049;91785.3634;23.5089448;91785.3634;23.5067838;91785.3634;23.5040741;91785.3634;23.4998828;91785.3634;23.5039686;91785.3634;23.5041722
91786.3634;23.4758971;91786.3634;23.4809377;91786.3634;23.4914205;91786.3634;23.4947644;91786.3634;23.4920826;91786.3634;23.4886872;91786.3634;23.4835676;91786.3634;23.4884155;91786.3634;23.4885584
91787.3634;23.4592516;91787.3634;23.4646532;91787.3634;23.4766027;91787.3634;23.4806375;91787.3634;23.4775165;91787.3634;23.4735624;91787.3634;23.4677273;91787.3634;23.4731438;91787.3634;23.4732235
92651.3634;21.6203049;92651.3634;21.6231189;92651.3634;21.6311663;92651.3634;21.634474;92651.3634;21.632383;92651.3634;21.629602;92651.3634;21.6256177;92651.3634;21.6288826;92651.3634;21.6285709
92654.6968;21.6139904;92654.6968;21.6167888;92654.6968;21.6250387;92654.6968;21.6284989;92654.6968;21.6263479;92654.6968;21.623486;92654.6968;21.6194048;92654.6968;21.6227112;92654.6968;21.6223335
92658.0301;21.6035494;92658.0301;21.6062764;92658.0301;21.6148909;92658.0301;21.6186489;92658.0301;21.6164596;92658.0301;21.6134729;92658.0301;21.6091773;92658.0301;21.612504;92658.0301;21.6119836
92661.3634;21.5880722;92661.3634;21.5907071;92661.3634;21.5997066;92661.3634;21.6037912;92661.3634;21.6015728;92661.3634;21.5984582;92661.3634;21.5939289;92661.3634;21.5972606;92661.3634;21.5965833
92662.3634;21.5829919;92662.3634;21.5855986;92662.3634;21.5947111;92662.3634;21.5988921;92662.3634;21.5966649;92662.3634;21.593513;92662.3634;21.5889151;92662.3634;21.5922476;92662.3634;21.5915243
92663.3634;21.5774831;92663.3634;21.5800591;92663.3634;21.5892593;92663.3634;21.5935186;92663.3634;21.5912907;92663.3634;21.5881123;92663.3634;21.5834598;92663.3634;21.5867855;92663.3634;21.5860205
